Cluster size,frequency,foTM
1,0.5519662921348315,0.22924999999999998
2,0.19462279293739967,0.16166666666666665
3,0.09209470304975922,0.11475
4,0.045947030497592294,0.07633333333333334
5,0.02969502407704655,0.06166666666666667
6,0.022271268057784913,0.0555
7,0.014646869983948636,0.042583333333333334
8,0.010232744783306581,0.033999999999999996
9,0.006019261637239166,0.0225
10,0.004614767255216694,0.01916666666666667
11,0.005818619582664527,0.026583333333333334
12,0.004815409309791332,0.024
13,0.0034109149277688606,0.018416666666666665
14,0.002407704654895666,0.014000000000000002
15,0.002608346709470305,0.01625
16,0.001203852327447833,0.008
17,0.0008025682182985554,0.005666666666666667
18,0.0006019261637239165,0.0045000000000000005
19,0.0006019261637239165,0.00475
20,0.0008025682182985554,0.006666666666666667
21,0.0008025682182985554,0.007
22,0.0006019261637239165,0.0055
23,0.00020064205457463884,0.0019166666666666666
24,0.0006019261637239165,0.006
27,0.0006019261637239165,0.006749999999999999
28,0.00020064205457463884,0.0023333333333333335
29,0.00020064205457463884,0.002416666666666667
30,0.0004012841091492777,0.005
31,0.0004012841091492777,0.005166666666666667
32,0.00020064205457463884,0.0026666666666666666
33,0.00020064205457463884,0.00275
36,0.00020064205457463884,0.003
39,0.00020064205457463884,0.00325
