# Time_ms	Mean_A	 Mean_B	 Stdev_A	 Stdev_B
0.0000e+00 6.0000e+01 1.0500e+02 0.0000e+00 0.0000e+00
1.0000e+00 7.7200e+00 3.7960e+01 2.4416e+00 4.7790e+00
2.0000e+00 3.8400e+00 2.9040e+01 2.0333e+00 3.4115e+00
3.0000e+00 3.4800e+00 2.7000e+01 1.5778e+00 3.7417e+00
4.0000e+00 2.4400e+00 2.5000e+01 1.8779e+00 4.7666e+00
5.0000e+00 2.7600e+00 2.5600e+01 1.5819e+00 4.0694e+00
6.0000e+00 2.2000e+00 2.4080e+01 1.5232e+00 3.5656e+00
7.0000e+00 1.6800e+00 2.4440e+01 1.0477e+00 4.1481e+00
8.0000e+00 2.0400e+00 2.3040e+01 1.3994e+00 3.3762e+00
9.0000e+00 1.9200e+00 2.3360e+01 1.1973e+00 3.4627e+00
1.0000e+01 1.7200e+00 2.2800e+01 1.1143e+00 3.2985e+00
1.1000e+01 1.7200e+00 2.2400e+01 1.0778e+00 3.9395e+00
1.2000e+01 1.2000e+00 2.1880e+01 1.0198e+00 3.6367e+00
1.3000e+01 1.6800e+00 2.2640e+01 1.1565e+00 3.9077e+00
1.4000e+01 1.9600e+00 2.2680e+01 1.3705e+00 3.8546e+00
1.5000e+01 1.8400e+00 2.2680e+01 1.3170e+00 3.8753e+00
1.6000e+01 2.1600e+00 2.3240e+01 1.4881e+00 3.9220e+00
1.7000e+01 2.2000e+00 2.3560e+01 1.3266e+00 3.5674e+00
1.8000e+01 1.4800e+00 2.2240e+01 1.3600e+00 3.5359e+00
1.9000e+01 1.7200e+00 2.2320e+01 1.3121e+00 3.5408e+00
2.0000e+01 1.5200e+00 2.2280e+01 9.8468e-01 3.6058e+00
2.1000e+01 2.1600e+00 2.2160e+01 1.0461e+00 3.4488e+00
2.2000e+01 1.9200e+00 2.1680e+01 1.3242e+00 2.4449e+00
2.3000e+01 1.9600e+00 2.2920e+01 1.3994e+00 3.9081e+00
2.4000e+01 1.3600e+00 2.1120e+01 9.3295e-01 3.9428e+00
2.5000e+01 1.7200e+00 2.2800e+01 1.1496e+00 3.8262e+00
2.6000e+01 2.0000e+00 2.2840e+01 1.2000e+00 4.4243e+00
2.7000e+01 1.7200e+00 2.3360e+01 1.2172e+00 3.6208e+00
2.8000e+01 1.5200e+00 2.2480e+01 1.0245e+00 3.2264e+00
2.9000e+01 1.2800e+00 2.3120e+01 1.0400e+00 3.1282e+00
3.0000e+01 1.2800e+00 2.1560e+01 6.0133e-01 3.2751e+00
3.1000e+01 2.1200e+00 2.1280e+01 1.3363e+00 3.2313e+00
3.2000e+01 2.4400e+00 2.2640e+01 1.4719e+00 3.2849e+00
3.3000e+01 1.5600e+00 2.1720e+01 1.0984e+00 3.4002e+00
3.4000e+01 1.9200e+00 2.1640e+01 1.4400e+00 3.8458e+00
3.5000e+01 1.5200e+00 2.2200e+01 1.1356e+00 2.5456e+00
3.6000e+01 1.9200e+00 2.3000e+01 1.0925e+00 3.5553e+00
3.7000e+01 1.5200e+00 2.2800e+01 1.2368e+00 4.1665e+00
3.8000e+01 2.2800e+00 2.3680e+01 1.1496e+00 3.3790e+00
3.9000e+01 1.4400e+00 2.3720e+01 8.0399e-01 3.1051e+00
4.0000e+01 1.8000e+00 2.4280e+01 1.4967e+00 3.1051e+00
4.1000e+01 1.7200e+00 2.2560e+01 1.1839e+00 3.4650e+00
4.2000e+01 1.8800e+00 2.2920e+01 1.1071e+00 3.6102e+00
4.3000e+01 1.8000e+00 2.2960e+01 1.4967e+00 3.5155e+00
4.4000e+01 1.9600e+00 2.3680e+01 1.3994e+00 3.8649e+00
4.5000e+01 2.1200e+00 2.4200e+01 1.4232e+00 3.9799e+00
4.6000e+01 1.7200e+00 2.3640e+01 1.4838e+00 3.8458e+00
4.7000e+01 2.3200e+00 2.3120e+01 1.4621e+00 3.4908e+00
4.8000e+01 1.8800e+00 2.3720e+01 1.2432e+00 2.9328e+00
4.9000e+01 1.2800e+00 2.2880e+01 1.0008e+00 3.3505e+00
5.0000e+01 1.8400e+00 2.3080e+01 1.2225e+00 3.9590e+00
