Time (ms),ACS,ACO,std_ACO
0.0,1.0,1.0,0.0
1.0,1.5351597118328115,2.2373333333333334,0.3485079307243635
2.0,1.7085487851492365,2.7408000000000006,0.9120629997733467
3.0,1.838624138367932,2.9786666666666672,0.576838895282826
4.0,1.9462299761821893,3.2752000000000003,0.7830641126015444
5.0,2.023648031972887,3.3744000000000005,0.7102141899142508
6.0,2.1096409362204853,3.717866666666667,0.9462096925218121
7.0,2.091840923065568,3.705066666666667,1.16757569157445
8.0,2.1249208422389545,3.6581333333333337,0.7551789074267252
9.000000000000002,2.050268886138999,3.6368,1.3373022528791143
10.0,2.0853081706711207,3.9610666666666674,1.744635643591202
11.0,2.0903226876363625,3.958933333333334,2.3173376908282775
12.0,2.125930430358595,3.5845333333333333,0.6274738631121529
13.000000000000002,2.149634287632496,4.0112000000000005,1.1884342191864607
14.0,2.1774891428335703,4.021866666666667,1.1075041329243176
15.0,2.094201204760213,3.9951999999999996,1.377812140073288
16.0,2.09618712857051,3.9365333333333337,1.405742027858913
17.0,2.0942353082240492,3.6165333333333343,0.9408858615392435
18.000000000000004,2.181903632273141,3.9920000000000004,0.9737095163457231
19.0,2.1735785441819853,4.3759999999999994,1.568199533789555
20.0,2.2354654075432063,4.2448000000000015,1.4083175399508918
21.0,2.1494065727373,3.9247999999999994,1.1999341018943035
22.0,2.142031450021429,3.7456,1.062270407089352
23.0,2.2568574579483367,4.419733333333332,2.0580072173504806
24.0,2.253381310300441,4.1786666666666665,1.1804149929391594
25.0,2.287346310658063,4.049600000000001,1.0167767459531671
26.000000000000004,2.236353357893039,4.777066666666667,1.8908886376516205
27.0,2.1846373560981958,3.8650666666666664,0.990423981041565
28.0,2.2588121581774017,4.022933333333333,1.1762601072891998
29.0,2.252749210772952,4.258666666666667,1.673664243508835
30.0,2.230920616729731,3.8981333333333343,1.0002160122249149
31.0,2.116738985418193,3.791466666666666,1.3696332290880733
32.0,2.241634182891973,4.602133333333334,2.484508246447708
33.0,2.193458092346649,4.395199999999999,1.5403220673323845
34.0,2.2036271881048557,3.9802666666666666,1.0687520947347893
35.0,2.2061595923117756,4.060266666666666,1.217549422222998
36.00000000000001,2.1605934032947554,4.059200000000001,1.2244970958633496
37.0,2.162455445084514,3.926933333333334,1.5489505895569708
38.0,2.2130524733826524,4.3184,1.6344048512464031
39.0,2.247108076345305,4.0368,1.2256301707919708
40.0,2.285734175489026,4.5776,1.205962785495473
41.0,2.2422533299568044,4.3664,1.7652975625781748
42.0,2.273418696368032,4.322666666666667,1.2292610246268556
43.0,2.180218396354725,4.3696,1.3657057825331358
44.0,2.2043721240632066,4.357866666666668,2.1217675817843746
45.0,2.1636088911399645,4.104000000000001,1.2634485435593419
46.0,2.2002706562504257,4.301333333333333,1.5280721332595673
47.0,2.290069844527661,4.289600000000001,1.021493599262048
48.0,2.31045428051301,4.948799999999999,1.9566999156743479
49.0,2.2054465171951767,4.412266666666667,2.614535560201
50.0,2.145666231892085,3.8224000000000005,1.1260959185512474
