Time (ms),ACS,ACO,std_ACO
0.0,1.0,1.0,0.0
1.0,2.621026459720702,7.436923076923077,2.374236470229545
2.0,3.069244692313805,10.508102564102565,3.179104003378908
3.0,3.257576545526892,13.89025641025641,8.129497591977124
4.0,3.2263368570191813,13.295384615384615,6.073212585700514
5.0,3.3581632143816624,13.817641025641025,6.095949542587481
6.0,3.4272966097341917,15.722871794871795,5.9707877923499755
7.0,3.4749232079121883,16.494153846153846,10.01657460127624
8.0,3.3993773752679353,15.809435897435897,8.059181449650813
9.000000000000002,3.606552158583564,16.73210256410256,9.94817670005362
10.0,3.528288457325849,18.660307692307693,10.092766018360908
11.0,3.563460898219757,20.00348717948718,15.663609805093868
12.0,3.5047425447415606,17.111179487179484,10.014141608372194
13.000000000000002,3.589020029286638,20.30625641025641,10.673991520495916
14.0,3.5192206161022948,17.660102564102566,12.477560030534086
15.0,3.602855626604226,15.939076923076923,8.501894294238259
16.0,3.620353518125059,14.940102564102565,6.284762445004429
17.0,3.7093405875734224,18.50728205128205,9.414684507795686
18.000000000000004,3.548004042741149,18.27917948717948,10.669396305570073
19.0,3.625190820077524,17.681025641025638,7.005772992812745
20.0,3.346727268305198,13.89846153846154,5.991187743009904
21.0,3.456567718895373,15.693333333333335,10.563343363309595
22.0,3.4968645327800165,18.621743589743588,11.65016546473427
23.0,3.5678349162847014,19.956307692307693,11.45763867527464
24.0,3.6355577070316394,18.744,10.52356333358758
25.0,3.6680173493427266,18.479794871794876,7.678515372610527
26.000000000000004,3.4605656567305743,17.847589743589744,10.528150675668194
27.0,3.535249134416915,13.92225641025641,4.593745209875537
28.0,3.4759690247703205,16.908102564102563,11.099297243777189
29.0,3.6312882510946416,17.652307692307694,9.223943687307187
30.0,3.737567601505982,21.70728205128205,9.190238301702387
31.0,3.590099936547261,18.07446153846154,7.1882819568464535
32.0,3.5952947868946294,16.00923076923077,7.276212899698283
33.0,3.6100597899044145,22.640615384615383,11.938775739983779
34.0,3.642072393969235,21.236717948717953,12.821351330938084
35.0,3.643192843935641,20.233641025641024,9.456517278442172
36.00000000000001,3.519550922045363,17.26953846153846,9.520980737222065
37.0,3.737326782143935,20.109743589743594,12.26523137130792
38.0,3.5757636247103073,18.054358974358973,6.8127730907510635
39.0,3.6615624063500087,21.580102564102564,14.97848262996359
40.0,3.569341233021157,20.247179487179487,11.15368200291824
41.0,3.549994526571759,17.08984615384615,7.483269948027792
42.0,3.5618981240740317,20.31774358974359,9.112823742694548
43.0,3.7282963557812705,20.18441025641026,12.219415424004742
44.0,3.583182250683533,21.65435897435897,11.417324966983703
45.0,3.640849101780492,17.388102564102564,6.328977839205306
46.0,3.5607016804860883,20.089641025641022,14.893434521189173
47.0,3.6857601692974122,18.45435897435898,5.9376547877674914
48.0,3.668539009333513,18.790358974358977,9.2476222586418
49.0,3.615207173660073,20.849435897435896,10.767532455098412
50.0,3.560102618735877,18.415794871794873,9.941028158964782
