# Time_ms	Mean_A	 Mean_B	 Stdev_A	 Stdev_B
0.0000e+00 1.2000e+02 7.5000e+01 0.0000e+00 0.0000e+00
1.0000e+00 3.2320e+01 6.0000e+00 5.0257e+00 2.6683e+00
2.0000e+00 2.6200e+01 4.2800e+00 4.0200e+00 1.8659e+00
3.0000e+00 2.2640e+01 3.2000e+00 3.4511e+00 2.0396e+00
4.0000e+00 2.2040e+01 2.7600e+00 2.8352e+00 1.3937e+00
5.0000e+00 2.1680e+01 2.5200e+00 2.9896e+00 1.6522e+00
6.0000e+00 2.0920e+01 2.3600e+00 3.2486e+00 1.4389e+00
7.0000e+00 2.1240e+01 2.2000e+00 3.6582e+00 1.3856e+00
8.0000e+00 1.9440e+01 2.1200e+00 3.4766e+00 1.3659e+00
9.0000e+00 1.9240e+01 2.4800e+00 3.1404e+00 1.4176e+00
1.0000e+01 1.9560e+01 1.6400e+00 3.6120e+00 1.2611e+00
1.1000e+01 1.7640e+01 2.2000e+00 3.8040e+00 1.7205e+00
1.2000e+01 1.8640e+01 1.6400e+00 3.1860e+00 1.0538e+00
1.3000e+01 1.8960e+01 2.1200e+00 3.2060e+00 1.2432e+00
1.4000e+01 2.0160e+01 2.1600e+00 3.4719e+00 1.1552e+00
1.5000e+01 1.9400e+01 1.7600e+00 3.1369e+00 1.1758e+00
1.6000e+01 1.9880e+01 1.3600e+00 3.0766e+00 1.0151e+00
1.7000e+01 2.0400e+01 1.9600e+00 2.9257e+00 1.2159e+00
1.8000e+01 1.9320e+01 1.6800e+00 3.8546e+00 1.5677e+00
1.9000e+01 1.9760e+01 1.7600e+00 2.9703e+00 1.3937e+00
2.0000e+01 1.8560e+01 2.0800e+00 3.3116e+00 8.9084e-01
2.1000e+01 1.9640e+01 2.0800e+00 2.7840e+00 1.2937e+00
2.2000e+01 1.9760e+01 1.8400e+00 3.5920e+00 1.0461e+00
2.3000e+01 1.8680e+01 2.0000e+00 4.1638e+00 1.5748e+00
2.4000e+01 1.9360e+01 2.1200e+00 3.7189e+00 1.3659e+00
2.5000e+01 1.9320e+01 2.2400e+00 3.7812e+00 1.4221e+00
2.6000e+01 1.9200e+01 1.9200e+00 3.6000e+00 1.2937e+00
2.7000e+01 1.9600e+01 1.6400e+00 2.6683e+00 1.1271e+00
2.8000e+01 1.9040e+01 2.0000e+00 2.6454e+00 1.4697e+00
2.9000e+01 1.9400e+01 1.8400e+00 3.5100e+00 1.4051e+00
3.0000e+01 1.8120e+01 2.0800e+00 3.6036e+00 1.4945e+00
3.1000e+01 1.9160e+01 1.5200e+00 3.0289e+00 9.4319e-01
3.2000e+01 1.9160e+01 2.2400e+00 3.6407e+00 1.1412e+00
3.3000e+01 2.0400e+01 2.3600e+00 4.0596e+00 1.4935e+00
3.4000e+01 1.9360e+01 1.9600e+00 4.2321e+00 1.9075e+00
3.5000e+01 1.9280e+01 1.6800e+00 3.0003e+00 1.0852e+00
3.6000e+01 1.9120e+01 1.7200e+00 3.3624e+00 8.7270e-01
3.7000e+01 1.9400e+01 1.7600e+00 3.9497e+00 1.4500e+00
3.8000e+01 2.0560e+01 1.6800e+00 3.2751e+00 9.6830e-01
3.9000e+01 1.9920e+01 2.1600e+00 2.0576e+00 1.6895e+00
4.0000e+01 1.9920e+01 2.4400e+00 3.0844e+00 1.5253e+00
4.1000e+01 2.0360e+01 2.0400e+00 3.6208e+00 1.4555e+00
4.2000e+01 1.9040e+01 2.1600e+00 3.4581e+00 1.4610e+00
4.3000e+01 1.8880e+01 2.0800e+00 3.0636e+00 1.3541e+00
4.4000e+01 1.9280e+01 2.2000e+00 3.5045e+00 1.2329e+00
4.5000e+01 1.9960e+01 2.5600e+00 3.3284e+00 1.4165e+00
4.6000e+01 1.9280e+01 2.0800e+00 3.0531e+00 1.7186e+00
4.7000e+01 1.8360e+01 2.0000e+00 3.2234e+00 1.2961e+00
4.8000e+01 1.9240e+01 2.2400e+00 3.5132e+00 1.5041e+00
4.9000e+01 1.7280e+01 1.9600e+00 3.5045e+00 1.1482e+00
5.0000e+01 1.8640e+01 1.8000e+00 3.5764e+00 1.7205e+00
