# Time_ms	Mean_A	 Mean_B	 Stdev_A	 Stdev_B
0.0000e+00 1.5000e+01 4.5000e+01 0.0000e+00 0.0000e+00
1.0000e+00 4.7600e+00 3.1760e+01 2.1960e+00 3.1149e+00
2.0000e+00 2.9600e+00 2.9640e+01 1.6608e+00 3.2604e+00
3.0000e+00 2.4800e+00 2.7960e+01 1.5523e+00 2.3745e+00
4.0000e+00 2.4000e+00 2.7200e+01 1.5232e+00 2.6077e+00
5.0000e+00 1.8400e+00 2.6680e+01 1.1200e+00 2.5412e+00
6.0000e+00 1.7600e+00 2.6440e+01 1.2419e+00 2.8994e+00
7.0000e+00 1.5200e+00 2.6600e+01 1.1356e+00 2.0396e+00
8.0000e+00 1.4400e+00 2.5760e+01 1.2027e+00 2.3542e+00
9.0000e+00 1.2800e+00 2.5200e+01 1.1496e+00 2.3833e+00
1.0000e+01 1.4400e+00 2.5240e+01 9.4149e-01 3.0368e+00
1.1000e+01 1.5200e+00 2.5040e+01 8.5417e-01 1.7545e+00
1.2000e+01 1.4400e+00 2.4480e+01 1.0613e+00 2.7440e+00
1.3000e+01 1.4800e+00 2.4200e+01 1.0998e+00 2.0591e+00
1.4000e+01 1.7200e+00 2.5680e+01 1.3121e+00 2.5569e+00
1.5000e+01 1.7200e+00 2.6320e+01 1.0400e+00 2.1113e+00
1.6000e+01 1.4800e+00 2.6040e+01 1.2368e+00 1.8435e+00
1.7000e+01 1.4000e+00 2.5760e+01 9.3808e-01 1.9653e+00
1.8000e+01 1.8800e+00 2.6040e+01 1.2432e+00 1.5615e+00
1.9000e+01 1.4000e+00 2.5360e+01 1.2329e+00 2.0762e+00
2.0000e+01 1.4400e+00 2.5680e+01 9.8306e-01 2.9762e+00
2.1000e+01 1.6000e+00 2.6440e+01 1.1662e+00 2.3338e+00
2.2000e+01 1.5200e+00 2.5760e+01 1.3600e+00 2.7171e+00
2.3000e+01 1.7200e+00 2.5760e+01 1.2172e+00 3.0368e+00
2.4000e+01 1.4400e+00 2.5160e+01 1.2027e+00 2.6181e+00
2.5000e+01 1.9200e+00 2.6280e+01 1.4400e+00 2.4087e+00
2.6000e+01 1.8000e+00 2.5120e+01 1.0954e+00 2.1967e+00
2.7000e+01 1.7200e+00 2.5960e+01 9.6000e-01 2.3062e+00
2.8000e+01 1.6000e+00 2.5960e+01 1.3856e+00 2.5216e+00
2.9000e+01 1.6800e+00 2.5560e+01 1.2875e+00 3.0342e+00
3.0000e+01 2.0000e+00 2.5400e+01 1.3266e+00 2.7713e+00
3.1000e+01 1.5600e+00 2.6040e+01 9.8306e-01 2.2712e+00
3.2000e+01 1.4800e+00 2.5040e+01 1.0998e+00 2.1630e+00
3.3000e+01 1.3200e+00 2.4800e+01 8.3522e-01 2.3152e+00
3.4000e+01 1.4800e+00 2.5240e+01 1.0245e+00 2.5656e+00
3.5000e+01 1.3600e+00 2.6120e+01 1.0538e+00 2.9842e+00
3.6000e+01 1.5200e+00 2.5720e+01 1.0245e+00 2.5849e+00
3.7000e+01 1.0800e+00 2.5120e+01 1.2303e+00 2.0262e+00
3.8000e+01 1.3600e+00 2.6360e+01 9.3295e-01 2.3303e+00
3.9000e+01 1.3600e+00 2.5880e+01 1.0538e+00 3.1282e+00
4.0000e+01 1.3200e+00 2.5480e+01 1.1214e+00 2.5787e+00
4.1000e+01 1.3200e+00 2.5920e+01 9.2607e-01 2.1894e+00
4.2000e+01 1.8400e+00 2.6040e+01 1.5147e+00 3.3524e+00
4.3000e+01 1.2400e+00 2.5160e+01 9.0686e-01 2.2571e+00
4.4000e+01 1.4800e+00 2.5440e+01 1.2687e+00 2.1740e+00
4.5000e+01 1.3600e+00 2.6400e+01 9.3295e-01 1.8974e+00
4.6000e+01 1.5200e+00 2.5120e+01 1.0998e+00 2.1226e+00
4.7000e+01 1.5200e+00 2.5640e+01 8.0598e-01 2.1703e+00
4.8000e+01 1.2800e+00 2.5560e+01 1.1496e+00 2.2992e+00
4.9000e+01 1.4400e+00 2.5080e+01 1.0613e+00 1.6714e+00
5.0000e+01 1.4000e+00 2.5240e+01 1.2649e+00 2.1777e+00
