Cluster size,frequency,foTM
1,0.49068595222441375,0.1492666666666667
2,0.2007451238220469,0.12213333333333334
3,0.09620863467017313,0.0878
4,0.05106289721674337,0.06213333333333334
5,0.03265395573087881,0.049666666666666665
6,0.022353714661406968,0.0408
7,0.0190664036817883,0.0406
8,0.011834319526627219,0.028800000000000003
9,0.01051939513477975,0.0288
10,0.008327854481700635,0.025333333333333333
11,0.005259697567389875,0.0176
12,0.0050405435020819634,0.0184
13,0.005259697567389875,0.0208
14,0.0041639272408503175,0.017733333333333334
15,0.002849002849002849,0.013000000000000001
16,0.003725619110234495,0.018133333333333335
17,0.0035064650449265836,0.018133333333333335
18,0.0026298487836949377,0.0144
19,0.0019723865877712033,0.011399999999999999
20,0.0010957703265395574,0.006666666666666666
21,0.0021915406530791147,0.014
22,0.0017532325224632918,0.011733333333333333
23,0.002410694718387026,0.01686666666666667
24,0.0006574621959237344,0.0048000000000000004
25,0.0015340784571553803,0.011666666666666667
26,0.0006574621959237344,0.0052
27,0.00043830813061582295,0.0036
29,0.0015340784571553803,0.013533333333333333
30,0.0008766162612316459,0.008
31,0.0006574621959237344,0.006200000000000001
32,0.0015340784571553803,0.014933333333333333
34,0.00021915406530791147,0.002266666666666667
35,0.00021915406530791147,0.0023333333333333335
36,0.0008766162612316459,0.0096
37,0.00043830813061582295,0.004933333333333333
38,0.00043830813061582295,0.005066666666666666
41,0.00043830813061582295,0.0054666666666666665
42,0.00043830813061582295,0.0056
43,0.00021915406530791147,0.0028666666666666667
44,0.00021915406530791147,0.0029333333333333334
45,0.00021915406530791147,0.003
46,0.00043830813061582295,0.0061333333333333335
47,0.00021915406530791147,0.0031333333333333335
48,0.00021915406530791147,0.0032
52,0.00021915406530791147,0.0034666666666666665
55,0.00043830813061582295,0.007333333333333333
57,0.00021915406530791147,0.0038
64,0.00021915406530791147,0.004266666666666667
65,0.00021915406530791147,0.004333333333333333
66,0.00021915406530791147,0.0044
68,0.00021915406530791147,0.004533333333333334
69,0.00043830813061582295,0.0092
