Time, TOTAL poly_A : A : State0,FREE poly_A : A : State0,BOUND poly_A : A : State0,TOTAL poly_A : L_a : State0,FREE poly_A : L_a : State0,BOUND poly_A : L_a : State0,TOTAL poly_B : B : State0,FREE poly_B : B : State0,BOUND poly_B : B : State0,TOTAL poly_B : L_b : State0,FREE poly_B : L_b : State0,BOUND poly_B : L_b : State0,
0.0,240,240,0,720,720,0,240,240,0,720,720,0,
0.001000000000002041,240,216,24,720,720,0,240,216,24,720,720,0,
0.002000009999996102,240,210,30,720,720,0,240,210,30,720,720,0,
0.0030000099999901633,240,188,52,720,720,0,240,188,52,720,720,0,
0.0040000099999842244,240,194,46,720,720,0,240,194,46,720,720,0,
0.005000009999978286,240,172,68,720,720,0,240,172,68,720,720,0,
0.006000009999972347,240,184,56,720,720,0,240,184,56,720,720,0,
0.007000009999966408,240,181,59,720,720,0,240,181,59,720,720,0,
0.00800000999996047,240,174,66,720,720,0,240,174,66,720,720,0,
0.00900000999995453,240,179,61,720,720,0,240,179,61,720,720,0,
0.010000009999948592,240,173,67,720,720,0,240,173,67,720,720,0,
0.011000009999942653,240,178,62,720,720,0,240,178,62,720,720,0,
0.012000009999936714,240,167,73,720,720,0,240,167,73,720,720,0,
0.013000009999930775,240,166,74,720,720,0,240,166,74,720,720,0,
0.014000009999924836,240,182,58,720,720,0,240,182,58,720,720,0,
0.015000009999918898,240,191,49,720,720,0,240,191,49,720,720,0,
0.016000009999978013,240,194,46,720,720,0,240,194,46,720,720,0,
0.017000000000145545,240,191,49,720,720,0,240,191,49,720,720,0,
0.018000000000313078,240,193,47,720,720,0,240,193,47,720,720,0,
0.01900000000048061,240,180,60,720,720,0,240,180,60,720,720,0,
0.020000000000648145,240,179,61,720,720,0,240,179,61,720,720,0,
0.02100000000081568,240,176,64,720,720,0,240,176,64,720,720,0,
0.022000000000983212,240,179,61,720,720,0,240,179,61,720,720,0,
0.023000000001150746,240,163,77,720,720,0,240,163,77,720,720,0,
0.02400000000131828,240,168,72,720,720,0,240,168,72,720,720,0,
0.025000000001485813,240,176,64,720,720,0,240,176,64,720,720,0,
0.026000000001653346,240,166,74,720,720,0,240,166,74,720,720,0,
0.02700000000182088,240,163,77,720,720,0,240,163,77,720,720,0,
0.028000000001988413,240,175,65,720,720,0,240,175,65,720,720,0,
0.029000000002155947,240,176,64,720,720,0,240,176,64,720,720,0,
0.03000000000232348,240,165,75,720,720,0,240,165,75,720,720,0,
0.031000000002491014,240,174,66,720,720,0,240,174,66,720,720,0,
0.03200000000265855,240,176,64,720,720,0,240,176,64,720,720,0,
0.03300000000282608,240,175,65,720,720,0,240,175,65,720,720,0,
0.034000000002993615,240,175,65,720,720,0,240,175,65,720,720,0,
0.03500000000316115,240,196,44,720,720,0,240,196,44,720,720,0,
0.03600000000332868,240,178,62,720,720,0,240,178,62,720,720,0,
0.037000000003496215,240,178,62,720,720,0,240,178,62,720,720,0,
0.03800000000366375,240,169,71,720,720,0,240,169,71,720,720,0,
0.03900000000383128,240,191,49,720,720,0,240,191,49,720,720,0,
0.040000000003998816,240,177,63,720,720,0,240,177,63,720,720,0,
0.04100000000416635,240,172,68,720,720,0,240,172,68,720,720,0,
0.04200000000433388,240,174,66,720,720,0,240,174,66,720,720,0,
0.04300000000450142,240,175,65,720,720,0,240,175,65,720,720,0,
0.04400000000466895,240,181,59,720,720,0,240,181,59,720,720,0,
0.045000000004836484,240,174,66,720,720,0,240,174,66,720,720,0,
0.04600000000500402,240,166,74,720,720,0,240,166,74,720,720,0,
0.04700000000517155,240,180,60,720,720,0,240,180,60,720,720,0,
0.048000000005339084,240,180,60,720,720,0,240,180,60,720,720,0,
0.04900000000550662,240,173,67,720,720,0,240,173,67,720,720,0,
0.05000000000567415,240,167,73,720,720,0,240,167,73,720,720,0,
