Cluster size,frequency,foTM
1,0.863005911778081,0.6325833333333333
2,0.030468394724874944,0.04466666666666667
3,0.05422919508867667,0.11925000000000001
4,0.02592087312414734,0.076
5,0.009549795361527967,0.035
6,0.007844474761255117,0.0345
7,0.004092769440654843,0.021
8,0.0017053206002728514,0.01
9,0.0007958162801273306,0.00525
10,0.0006821282401091405,0.005
11,0.00045475216007276033,0.0036666666666666666
12,0.0005684402000909505,0.005
13,0.00022737608003638017,0.0021666666666666666
15,0.00011368804001819008,0.00125
17,0.00022737608003638017,0.0028333333333333335
22,0.00011368804001819008,0.0018333333333333333
