Time (ms),ACS,ACO,std_ACO
0.0,1.0,1.0,0.0
1.0,1.4434023802270854,2.081333333333333,0.6791550305751667
2.0,1.6445078321404454,2.4106666666666667,0.47232004215597523
3.0,1.7143072568331195,2.4706666666666663,0.6065069386797373
4.0,1.8028108488119776,2.6639999999999997,0.4767407867780747
5.0,1.883816269377531,2.872,0.5587828041575923
6.0,1.951955745449893,3.22,1.3133840937737058
7.0,1.9161326319476621,2.993333333333334,0.644980619863884
8.0,1.8989326385335026,3.0026666666666664,0.6967173825240126
9.000000000000002,1.9282937996337939,3.2133333333333325,0.9500877152487902
10.0,1.8979015605621021,2.9026666666666667,0.7116128785293933
11.0,2.0060655360401487,3.1533333333333333,0.6382615277280762
12.0,2.002351133883969,3.0653333333333337,0.8749593006407658
13.000000000000002,2.0642105901978964,3.4093333333333335,0.7372332662657655
14.0,1.9366993079477541,3.0746666666666673,0.6293050841117438
15.0,2.050269243353324,3.161333333333333,0.7207822910637519
16.0,1.979650359409118,3.189333333333333,1.1295513366917957
17.0,1.9851645342770778,3.356,1.1227632579191986
18.000000000000004,2.0199881847452357,3.3466666666666662,0.8545304103554314
19.0,2.0297305182984697,3.3186666666666667,1.270313347170689
20.0,2.062219946841365,3.5386666666666655,1.1351232923735153
21.0,2.0925565881042556,3.833333333333333,1.7382494386914418
22.0,2.020157828528772,3.389333333333332,1.0099381719249505
23.0,2.08112920394763,3.5239999999999996,0.7861874246429197
24.0,2.0908461711481494,3.598666666666667,0.9372527229443864
25.0,2.012241042772941,3.399999999999999,0.8800505036012926
26.000000000000004,2.0460977934535567,3.5253333333333337,1.3351081520902257
27.0,2.0487053528205306,3.236,0.7506394311222635
28.0,2.0290291892669696,3.0920000000000005,0.7400468453640846
29.0,2.0909526682903636,3.5026666666666664,1.3155115608259271
30.0,2.120838880140523,3.6546666666666665,1.0956836526418867
31.0,2.0149811961629753,3.24,1.0748436578818747
32.0,2.059922916905119,3.3480000000000003,0.9051006082812623
33.0,2.047111935337358,3.2920000000000003,0.7047950056576735
34.0,2.166378106173508,3.9106666666666676,1.0436142326868998
35.0,2.080652769959852,3.7506666666666666,1.5871181430504786
36.00000000000001,2.060654502403963,3.24,0.6643961335093863
37.0,2.098912745447278,3.6720000000000006,1.273095265703064
38.0,2.1034140304576083,3.6,1.1144704771524658
39.0,2.0794134879874493,3.5493333333333346,1.1315719646187383
40.0,2.1494574049330315,3.952,1.299233278172596
41.0,2.062255411524142,3.508,1.0930194671439095
42.0,2.089237779314605,3.554666666666667,0.7361690627083488
43.0,2.0514566839961725,3.4946666666666664,1.316752908567975
44.0,2.0710396869529246,3.330666666666667,0.7099245656327782
45.0,2.105382854930352,3.5013333333333345,0.8909660175587195
46.0,2.0258906095120275,3.577333333333334,1.0690273876545706
47.0,2.0594734256498306,3.353333333333333,0.808345360735263
48.0,1.9995316527080582,3.356,0.6814181291003834
49.0,2.030711809240648,3.4813333333333336,1.259844082063773
50.0,2.055031895019201,3.357333333333334,0.9701097303340943
