Time (ms),ACS,ACO,std_ACO
0.0,1.0,1.0,0.0
1.0,1.1832532528274657,1.3626666666666667,0.19693653800145874
2.0,1.3255035566876998,1.6666666666666665,0.35276684147527876
3.0,1.3117278782598474,1.6133333333333337,0.2706371084024592
4.0,1.384682208445299,1.7680000000000005,0.3492824390407028
5.0,1.3596605735838472,1.7360000000000002,0.3575123929475887
6.0,1.377771591983195,1.744,0.2651154884615801
7.0,1.401697265851661,1.8826666666666667,0.6154398607680707
8.0,1.4704889811135604,1.893333333333333,0.2975455147256186
9.000000000000002,1.4565039674284523,1.909333333333333,0.3945765662918499
10.0,1.512659286556312,2.016,0.435851146863493
11.0,1.4672156909362455,1.8853333333333333,0.3078354538818858
12.0,1.5067641989185945,2.029333333333333,0.5650817050067479
13.000000000000002,1.5146211835456684,2.013333333333333,0.4109609335312651
14.0,1.4711199103315136,1.9439999999999997,0.48283606603760104
15.0,1.478035172795975,1.9813333333333336,0.5702303628067051
16.0,1.4755686367744518,1.8906666666666667,0.3016281743397914
17.0,1.5004598866382421,1.930666666666667,0.4141840707275505
18.000000000000004,1.5232108549681578,2.0053333333333336,0.4220247491426172
19.0,1.6073634242546613,2.192,0.5661001089324513
20.0,1.5483377474143394,2.1893333333333334,0.7746379799622531
21.0,1.51713827815295,2.058666666666667,0.4495212267883835
22.0,1.561235936406215,2.0240000000000005,0.36751659070638487
23.0,1.5762832214225408,2.098666666666667,0.5056551306089073
24.0,1.5405057721028916,2.066666666666667,0.41569219381653055
25.0,1.505609158912161,1.9600000000000002,0.3028751117760146
26.000000000000004,1.4856496478350025,1.9466666666666668,0.28472208672083493
27.0,1.5257372243675917,2.0,0.4611097724210822
28.0,1.4992365854184404,1.9306666666666665,0.26963679274164354
29.0,1.4969427579644292,1.9253333333333338,0.33163299661590445
30.0,1.5110970229573002,1.9466666666666668,0.310984101058416
31.0,1.5440619130947573,2.0373333333333328,0.3399764697740124
32.0,1.5176649132713202,1.973333333333333,0.2915094814543393
33.0,1.4842498538837214,1.888,0.289502254836738
34.0,1.4694993727051877,1.864,0.3327888887034007
35.0,1.5082012845592063,1.9360000000000002,0.3829615588483465
36.00000000000001,1.4696671695514072,1.9066666666666665,0.4777726097911711
37.0,1.4716713713291982,1.872,0.4194896370061548
38.0,1.482255952016754,1.8613333333333333,0.41906562731868147
39.0,1.5225630834817805,1.9760000000000002,0.32816256134219
40.0,1.4914110433022802,1.8800000000000003,0.2458545188611437
41.0,1.4430346279556137,1.8826666666666672,0.34834465691323585
42.0,1.5088734362061864,1.9200000000000004,0.39999999999999997
43.0,1.5202052795322416,1.9733333333333332,0.2969474326842678
44.0,1.5145129401042712,1.9573333333333331,0.3506844101974816
45.0,1.5426313279308295,2.029333333333333,0.5222447276474463
46.0,1.4896707835620204,1.9413333333333336,0.28864126139167584
47.0,1.505386892014971,1.9440000000000004,0.30560977296764136
48.0,1.5427675472102715,2.074666666666667,0.4443502122325487
49.0,1.5631434870598955,2.165333333333333,0.49678790466578615
50.0,1.5479641908771,2.1093333333333333,0.3466051227421648
