# Time_ms	Mean_A	 Mean_B	 Stdev_A	 Stdev_B
0.0000e+00 4.5000e+01 9.0000e+01 0.0000e+00 0.0000e+00
1.0000e+00 9.2000e+00 3.8760e+01 2.0591e+00 4.4746e+00
2.0000e+00 7.3600e+00 3.1920e+01 1.8948e+00 3.7939e+00
3.0000e+00 6.6000e+00 3.0440e+01 2.0976e+00 3.7532e+00
4.0000e+00 5.5600e+00 2.8640e+01 2.2818e+00 3.8458e+00
5.0000e+00 4.2400e+00 2.7440e+01 1.6317e+00 2.8717e+00
6.0000e+00 4.9600e+00 2.8360e+01 1.6120e+00 3.8250e+00
7.0000e+00 5.8000e+00 2.7680e+01 1.8111e+00 4.0072e+00
8.0000e+00 5.0400e+00 2.6920e+01 2.4245e+00 4.1945e+00
9.0000e+00 5.3200e+00 2.7200e+01 1.8049e+00 4.4452e+00
1.0000e+01 4.8800e+00 2.6240e+01 1.9457e+00 4.4207e+00
1.1000e+01 4.9600e+00 2.7440e+01 2.1257e+00 4.2716e+00
1.2000e+01 4.5200e+00 2.6120e+01 2.1748e+00 2.8610e+00
1.3000e+01 5.1200e+00 2.6240e+01 1.7279e+00 3.5245e+00
1.4000e+01 4.2400e+00 2.4400e+01 1.8821e+00 2.8705e+00
1.5000e+01 4.8800e+00 2.6240e+01 1.5052e+00 3.4326e+00
1.6000e+01 5.2800e+00 2.6600e+01 1.7093e+00 4.5255e+00
1.7000e+01 4.6000e+00 2.6520e+01 1.8974e+00 3.5341e+00
1.8000e+01 5.0800e+00 2.6320e+01 1.5980e+00 3.2951e+00
1.9000e+01 5.0800e+00 2.5800e+01 2.0380e+00 3.4059e+00
2.0000e+01 5.8400e+00 2.5760e+01 1.6415e+00 3.5584e+00
2.1000e+01 5.4800e+00 2.6000e+01 2.0808e+00 4.2988e+00
2.2000e+01 5.3200e+00 2.6480e+01 2.0341e+00 4.2154e+00
2.3000e+01 4.7600e+00 2.7400e+01 1.8391e+00 5.2383e+00
2.4000e+01 4.8400e+00 2.5640e+01 1.5667e+00 3.4045e+00
2.5000e+01 4.9200e+00 2.5400e+01 2.0576e+00 3.7630e+00
2.6000e+01 4.5600e+00 2.5560e+01 1.5768e+00 3.2873e+00
2.7000e+01 4.8800e+00 2.5320e+01 1.4232e+00 3.5521e+00
2.8000e+01 4.6400e+00 2.5120e+01 1.8736e+00 3.8814e+00
2.9000e+01 4.8400e+00 2.5520e+01 1.7591e+00 4.0607e+00
3.0000e+01 5.0800e+00 2.5760e+01 1.8745e+00 3.6909e+00
3.1000e+01 4.7200e+00 2.5920e+01 1.7093e+00 3.9791e+00
3.2000e+01 4.5200e+00 2.5600e+01 1.6762e+00 3.4986e+00
3.3000e+01 4.8000e+00 2.6080e+01 1.7664e+00 3.9590e+00
3.4000e+01 4.6800e+00 2.5480e+01 1.9539e+00 3.9306e+00
3.5000e+01 4.6800e+00 2.5040e+01 1.7826e+00 3.7468e+00
3.6000e+01 5.1200e+00 2.4280e+01 1.6080e+00 4.5915e+00
3.7000e+01 5.0000e+00 2.6320e+01 2.3664e+00 3.8337e+00
3.8000e+01 4.0000e+00 2.6880e+01 1.6000e+00 3.2536e+00
3.9000e+01 5.0000e+00 2.5920e+01 2.0199e+00 3.3337e+00
4.0000e+01 4.8400e+00 2.6360e+01 1.8906e+00 3.3212e+00
4.1000e+01 4.4400e+00 2.5080e+01 1.6512e+00 3.4516e+00
4.2000e+01 4.7600e+00 2.5080e+01 2.4212e+00 3.7621e+00
4.3000e+01 5.9200e+00 2.7160e+01 1.6714e+00 3.4949e+00
4.4000e+01 3.8800e+00 2.4960e+01 1.7509e+00 3.9948e+00
4.5000e+01 5.3600e+00 2.5800e+01 1.7408e+00 3.4756e+00
4.6000e+01 4.7200e+00 2.6200e+01 1.9083e+00 3.6332e+00
4.7000e+01 5.3200e+00 2.5640e+01 1.8487e+00 3.2970e+00
4.8000e+01 5.2800e+00 2.5280e+01 2.1075e+00 3.2560e+00
4.9000e+01 4.0000e+00 2.5040e+01 2.5298e+00 4.3862e+00
5.0000e+01 5.3200e+00 2.6320e+01 1.9539e+00 5.0177e+00
