# Time_ms	Mean_A	 Mean_B	 Stdev_A	 Stdev_B
0.0000e+00 6.0000e+01 6.0000e+01 0.0000e+00 0.0000e+00
1.0000e+00 1.8280e+01 1.7360e+01 3.3885e+00 2.7405e+00
2.0000e+00 1.4160e+01 1.2760e+01 2.4929e+00 2.9021e+00
3.0000e+00 1.2040e+01 1.0080e+01 2.6904e+00 2.7989e+00
4.0000e+00 1.2120e+01 9.9600e+00 2.7903e+00 2.6755e+00
5.0000e+00 1.0720e+01 9.8800e+00 2.5694e+00 2.5972e+00
6.0000e+00 1.1000e+01 1.0080e+01 3.3347e+00 2.1711e+00
7.0000e+00 1.0160e+01 8.6800e+00 2.2747e+00 2.8526e+00
8.0000e+00 9.7600e+00 8.3600e+00 2.6575e+00 2.3644e+00
9.0000e+00 9.5200e+00 8.9200e+00 2.4514e+00 1.9580e+00
1.0000e+01 9.6800e+00 7.7200e+00 2.8526e+00 2.1637e+00
1.1000e+01 9.4800e+00 7.9600e+00 2.7147e+00 1.8650e+00
1.2000e+01 9.6000e+00 7.2800e+00 2.2091e+00 2.7643e+00
1.3000e+01 9.4800e+00 7.5200e+00 2.6551e+00 2.5475e+00
1.4000e+01 9.5600e+00 7.6400e+00 2.4832e+00 2.4146e+00
1.5000e+01 9.6800e+00 7.4400e+00 2.1489e+00 2.3678e+00
1.6000e+01 9.2000e+00 7.0800e+00 2.5612e+00 1.9374e+00
1.7000e+01 8.9600e+00 7.1600e+00 2.8068e+00 3.2333e+00
1.8000e+01 8.6800e+00 6.5200e+00 2.3447e+00 2.3685e+00
1.9000e+01 8.5600e+00 7.6800e+00 2.1369e+00 2.0143e+00
2.0000e+01 9.5600e+00 7.0000e+00 2.2285e+00 2.0785e+00
2.1000e+01 9.3600e+00 8.0400e+00 2.3980e+00 2.0096e+00
2.2000e+01 8.0800e+00 7.8400e+00 2.4645e+00 2.7522e+00
2.3000e+01 8.1600e+00 7.6800e+00 2.6181e+00 2.4935e+00
2.4000e+01 8.8400e+00 8.1600e+00 2.7954e+00 2.6333e+00
2.5000e+01 9.2800e+00 8.0400e+00 1.8872e+00 1.9896e+00
2.6000e+01 9.6800e+00 7.2400e+00 2.6791e+00 2.6272e+00
2.7000e+01 8.5600e+00 7.0800e+00 2.4013e+00 1.4119e+00
2.8000e+01 9.0000e+00 7.5600e+00 2.5456e+00 2.2285e+00
2.9000e+01 8.0000e+00 8.0000e+00 1.8762e+00 1.7205e+00
3.0000e+01 8.4800e+00 7.0800e+00 2.5631e+00 2.3987e+00
3.1000e+01 9.2800e+00 7.0800e+00 3.1051e+00 2.7701e+00
3.2000e+01 9.9200e+00 7.6400e+00 2.7845e+00 2.2957e+00
3.3000e+01 9.0800e+00 8.6000e+00 2.6065e+00 3.3347e+00
3.4000e+01 8.5200e+00 6.8400e+00 2.5317e+00 1.7591e+00
3.5000e+01 7.8800e+00 6.9200e+00 2.5349e+00 2.4153e+00
3.6000e+01 7.9600e+00 6.5600e+00 3.3043e+00 2.5311e+00
3.7000e+01 8.4400e+00 6.9200e+00 2.6089e+00 2.7989e+00
3.8000e+01 8.1200e+00 6.8400e+00 2.2149e+00 2.3096e+00
3.9000e+01 9.0000e+00 7.7600e+00 2.4000e+00 1.8391e+00
4.0000e+01 8.6400e+00 7.4400e+00 2.2249e+00 1.5768e+00
4.1000e+01 8.6400e+00 7.6800e+00 2.4961e+00 2.2754e+00
4.2000e+01 8.7200e+00 7.5200e+00 2.6156e+00 2.0808e+00
4.3000e+01 8.3600e+00 6.7600e+00 1.5718e+00 2.5025e+00
4.4000e+01 8.6800e+00 7.4400e+00 2.3786e+00 2.2105e+00
4.5000e+01 8.1600e+00 7.0800e+00 3.0157e+00 2.3481e+00
4.6000e+01 8.0400e+00 7.4000e+00 2.2177e+00 2.5923e+00
4.7000e+01 8.4800e+00 8.5600e+00 2.1377e+00 2.1924e+00
4.8000e+01 8.0400e+00 7.0400e+00 2.0096e+00 2.0096e+00
4.9000e+01 8.6400e+00 7.6800e+00 2.3131e+00 2.5412e+00
5.0000e+01 8.4800e+00 6.8400e+00 2.4351e+00 2.4768e+00
