Cluster size,frequency,foTM
1,0.5529748647788737,0.2896666666666667
2,0.2446706967865097,0.2563333333333333
3,0.08749602290804963,0.1375
4,0.05249761374482978,0.11
5,0.024498886414253896,0.06416666666666668
6,0.018771874005727014,0.059000000000000004
7,0.006999681832643971,0.025666666666666667
8,0.005727012408526885,0.024
9,0.0034998409163219855,0.0165
10,0.0006363347120585428,0.0033333333333333335
11,0.0012726694241170856,0.007333333333333333
12,0.0003181673560292714,0.002
13,0.0003181673560292714,0.0021666666666666666
14,0.0003181673560292714,0.0023333333333333335
