Cluster size,frequency,foTM
1,0.8128606760098929,0.5477777777777778
2,0.05754328112118714,0.07755555555555556
3,0.06578730420445177,0.133
4,0.026380873866446827,0.07111111111111111
5,0.015169002473206924,0.051111111111111114
6,0.007914262159934049,0.032
7,0.00494641384995878,0.02333333333333333
8,0.002802967848309975,0.015111111111111112
9,0.0026380873866446827,0.016
10,0.0013190436933223414,0.008888888888888889
11,0.0006595218466611707,0.004888888888888889
12,0.0006595218466611707,0.005333333333333333
14,0.0006595218466611707,0.006222222222222222
16,0.00016488046166529267,0.0017777777777777779
17,0.00016488046166529267,0.001888888888888889
18,0.00032976092333058534,0.004
