Cluster size,frequency,foTM
1,0.5713167677558207,0.16222222222222224
2,0.1203287027978869,0.06833333333333334
3,0.10858931715906868,0.0925
4,0.04324007043631383,0.04911111111111111
5,0.0299354333789865,0.0425
6,0.023870084132263745,0.04066666666666666
7,0.01721776560360008,0.03422222222222222
8,0.010174134220309137,0.023111111111111114
9,0.010956759929563686,0.028
10,0.009000195656427314,0.025555555555555557
11,0.004695754255527294,0.014666666666666666
12,0.004695754255527294,0.016
13,0.0037174721189591076,0.013722222222222222
14,0.00215222070045001,0.008555555555555556
15,0.0027391899823909216,0.011666666666666667
16,0.0033261592643318333,0.015111111111111112
17,0.0011739385638818234,0.005666666666666667
18,0.0019565642731363725,0.01
19,0.001565251418509098,0.008444444444444444
20,0.0005869692819409117,0.003333333333333333
21,0.002543533555077284,0.015166666666666669
22,0.0017609078458227353,0.011
23,0.0017609078458227353,0.0115
24,0.0013695949911954608,0.009333333333333332
25,0.000782625709254549,0.005555555555555556
26,0.00019565642731363725,0.0014444444444444444
27,0.0009782821365681863,0.0075
28,0.0003913128546272745,0.003111111111111111
29,0.0009782821365681863,0.008055555555555555
30,0.0009782821365681863,0.008333333333333333
32,0.0009782821365681863,0.008888888888888889
33,0.001565251418509098,0.014666666666666666
34,0.0005869692819409117,0.005666666666666667
35,0.0003913128546272745,0.0038888888888888888
37,0.0011739385638818234,0.012333333333333335
38,0.0003913128546272745,0.004222222222222222
41,0.0009782821365681863,0.01138888888888889
42,0.0005869692819409117,0.007000000000000001
43,0.00019565642731363725,0.0023888888888888887
44,0.0009782821365681863,0.012222222222222221
45,0.0005869692819409117,0.0075
46,0.0003913128546272745,0.005111111111111111
48,0.0003913128546272745,0.005333333333333333
49,0.0003913128546272745,0.0054444444444444445
50,0.00019565642731363725,0.002777777777777778
51,0.0005869692819409117,0.0085
52,0.00019565642731363725,0.0028888888888888888
53,0.00019565642731363725,0.0029444444444444444
54,0.0005869692819409117,0.009000000000000001
55,0.0003913128546272745,0.006111111111111111
56,0.00019565642731363725,0.003111111111111111
57,0.00019565642731363725,0.0031666666666666666
60,0.0003913128546272745,0.006666666666666667
61,0.000782625709254549,0.013555555555555555
62,0.00019565642731363725,0.0034444444444444444
63,0.0003913128546272745,0.007
64,0.00019565642731363725,0.0035555555555555557
65,0.00019565642731363725,0.003611111111111111
66,0.00019565642731363725,0.0036666666666666666
68,0.00019565642731363725,0.003777777777777778
70,0.0003913128546272745,0.0077777777777777776
71,0.00019565642731363725,0.003944444444444445
75,0.00019565642731363725,0.004166666666666667
76,0.00019565642731363725,0.004222222222222222
79,0.00019565642731363725,0.004388888888888889
82,0.00019565642731363725,0.004555555555555556
87,0.0003913128546272745,0.009666666666666667
96,0.00019565642731363725,0.005333333333333333
99,0.00019565642731363725,0.0055
112,0.00019565642731363725,0.006222222222222222
