Cluster size,frequency,foTM
1,0.42533081285444235,0.13125
2,0.2479071023494464,0.153
3,0.09829867674858223,0.091
4,0.054280313259519306,0.067
5,0.04266810694031866,0.06583333333333334
6,0.023224412638401297,0.043000000000000003
7,0.020793950850661626,0.04491666666666667
8,0.01431271941668917,0.035333333333333335
9,0.013772616797191467,0.03825
10,0.008101539292465569,0.025
11,0.0070213340534701595,0.02383333333333333
12,0.00594112881447475,0.022
13,0.0027005130974885228,0.010833333333333334
14,0.004320820955981636,0.018666666666666668
15,0.003780718336483932,0.0175
16,0.0024304617877396704,0.012
17,0.0032406157169862274,0.017
18,0.002160410477990818,0.012
19,0.002160410477990818,0.012666666666666666
20,0.001080205238995409,0.006666666666666667
21,0.0005401026194977045,0.0035
22,0.001890359168241966,0.012833333333333334
23,0.001080205238995409,0.007666666666666666
24,0.001080205238995409,0.008
25,0.0016203078584931137,0.0125
26,0.0005401026194977045,0.004333333333333333
27,0.0013502565487442614,0.01125
28,0.0005401026194977045,0.004666666666666667
29,0.001080205238995409,0.009666666666666667
30,0.0005401026194977045,0.005
31,0.0013502565487442614,0.012916666666666667
32,0.0008101539292465569,0.008
33,0.0008101539292465569,0.00825
34,0.001080205238995409,0.011333333333333334
36,0.0005401026194977045,0.006
41,0.00027005130974885227,0.003416666666666667
44,0.00027005130974885227,0.0036666666666666666
54,0.00027005130974885227,0.0045
56,0.00027005130974885227,0.004666666666666667
58,0.00027005130974885227,0.004833333333333334
63,0.00027005130974885227,0.00525
