Cluster size,frequency,foTM
1,0.7693266832917706,0.49360000000000004
2,0.08354114713216958,0.1072
3,0.08000831255195345,0.154
4,0.02743142144638404,0.0704
5,0.014754779717373233,0.04733333333333333
6,0.008935993349958437,0.0344
7,0.005403158769742311,0.024266666666666666
8,0.0035328345802161263,0.018133333333333335
9,0.0029093931837073984,0.0168
10,0.0016625103906899418,0.010666666666666666
11,0.00041562759767248546,0.0029333333333333334
12,0.0006234413965087282,0.0048000000000000004
13,0.00041562759767248546,0.0034666666666666665
14,0.00020781379883624273,0.0018666666666666666
17,0.00020781379883624273,0.002266666666666667
19,0.00041562759767248546,0.005066666666666666
21,0.00020781379883624273,0.0028
