Total clusters, 32

Cluster Index, 1
Size, 13
poly_A, 7
poly_B, 6

Cluster Index, 2
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 3
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 4
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 5
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 7
Size, 6
poly_A, 3
poly_B, 3

Cluster Index, 8
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 9
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 10
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 13
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 14
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 17
Size, 2
poly_A, 1
poly_B, 1

Cluster Index, 18
Size, 2
poly_A, 1
poly_B, 1

