Cluster size,frequency,foTM
1,0.46855509355509356,0.1717142857142857
2,0.23986486486486486,0.1758095238095238
3,0.09563409563409564,0.10514285714285715
4,0.05223492723492724,0.07657142857142857
5,0.037422037422037424,0.06857142857142857
6,0.02494802494802495,0.05485714285714286
7,0.015852390852390853,0.04066666666666666
8,0.011694386694386695,0.03428571428571429
9,0.011174636174636175,0.03685714285714285
10,0.008575883575883576,0.03142857142857143
11,0.005717255717255718,0.02304761904761905
12,0.004937629937629938,0.021714285714285717
13,0.0033783783783783786,0.016095238095238093
14,0.0031185031185031187,0.016
15,0.0036382536382536385,0.02
16,0.002079002079002079,0.01219047619047619
17,0.002079002079002079,0.012952380952380953
18,0.0005197505197505198,0.0034285714285714284
19,0.0007796257796257797,0.0054285714285714284
20,0.0012993762993762994,0.009523809523809525
21,0.0012993762993762994,0.01
22,0.0005197505197505198,0.004190476190476191
23,0.0005197505197505198,0.004380952380952381
24,0.0002598752598752599,0.002285714285714286
25,0.0002598752598752599,0.002380952380952381
26,0.0002598752598752599,0.002476190476190476
27,0.0005197505197505198,0.005142857142857143
28,0.0005197505197505198,0.005333333333333333
29,0.0002598752598752599,0.002761904761904762
31,0.0010395010395010396,0.01180952380952381
32,0.0005197505197505198,0.006095238095238095
35,0.0002598752598752599,0.0033333333333333335
37,0.0002598752598752599,0.0035238095238095237
