Cluster size,frequency,foTM
1,0.4636277751535191,0.1308666666666667
2,0.19319792158715163,0.10906666666666667
3,0.1086443079829948,0.092
4,0.050070854983467174,0.05653333333333334
5,0.04534718941898914,0.064
6,0.0269248937175248,0.0456
7,0.01983939537080775,0.0392
8,0.014643363249881908,0.03306666666666667
9,0.010392064241851677,0.026399999999999996
10,0.007085498346717053,0.02
11,0.007085498346717053,0.022
12,0.0051960321209258385,0.0176
13,0.005668398677373642,0.0208
14,0.0051960321209258385,0.020533333333333334
15,0.004487482286254133,0.019
16,0.0030703826169107226,0.013866666666666668
17,0.0004723665564478035,0.002266666666666667
18,0.000944733112895607,0.0048
19,0.001889466225791214,0.010133333333333333
20,0.0025980160604629193,0.014666666666666666
21,0.001889466225791214,0.0112
22,0.0011809163911195087,0.007333333333333333
23,0.000944733112895607,0.0061333333333333335
24,0.0007085498346717053,0.0048000000000000004
25,0.0016532829475673122,0.011666666666666667
26,0.000944733112895607,0.006933333333333333
27,0.0004723665564478035,0.0036
28,0.0007085498346717053,0.0056
29,0.0011809163911195087,0.009666666666666667
30,0.0004723665564478035,0.004
31,0.0007085498346717053,0.006200000000000001
32,0.00023618327822390176,0.0021333333333333334
33,0.0007085498346717053,0.0066
34,0.0011809163911195087,0.011333333333333334
35,0.0014170996693434106,0.014000000000000002
36,0.00023618327822390176,0.0024
37,0.0011809163911195087,0.012333333333333332
38,0.0004723665564478035,0.005066666666666666
39,0.0007085498346717053,0.0078
41,0.0007085498346717053,0.008199999999999999
42,0.00023618327822390176,0.0028
43,0.0007085498346717053,0.0086
44,0.0004723665564478035,0.005866666666666667
47,0.0004723665564478035,0.006266666666666667
48,0.0004723665564478035,0.0064
49,0.0004723665564478035,0.006533333333333334
51,0.0004723665564478035,0.0068
53,0.00023618327822390176,0.003533333333333333
57,0.0007085498346717053,0.0114
59,0.00023618327822390176,0.003933333333333333
60,0.00023618327822390176,0.004
67,0.00023618327822390176,0.0044666666666666665
68,0.00023618327822390176,0.004533333333333334
70,0.00023618327822390176,0.004666666666666667
80,0.00023618327822390176,0.005333333333333333
82,0.00023618327822390176,0.0054666666666666665
