Time (ms),ACS,ACO,std_ACO
0.0,1.0,1.0,0.0
1.0,1.5012222268749107,2.2720000000000002,0.4722117123013446
2.0,1.6694299544281,2.5893333333333333,0.539157825218022
3.0,1.787612306669061,2.9742222222222225,0.51630902795291
4.0,1.826753832042512,2.901333333333333,0.45058338042592
5.0,1.8215418215257915,3.1617777777777776,1.2034111188565837
6.0,1.9029092542002943,3.3013333333333326,0.7394380248490016
7.0,1.8553554619780417,3.196444444444444,0.4001323237920299
8.0,1.8322298233378442,2.9297777777777783,0.4982410542580249
9.000000000000002,1.8450188748168392,3.1137777777777775,0.8640146317919721
10.0,1.8703950732162553,3.3128888888888888,0.6441814022558753
11.0,1.9587873709170318,3.2284444444444436,0.5632540378116353
12.0,1.9793478415842625,3.5857777777777784,0.6137801914829039
13.000000000000002,1.9402770991182428,3.445333333333332,0.9109155345646001
14.0,1.9002257911976537,3.3155555555555556,0.7665346102048982
15.0,1.9111831131096286,3.3084444444444436,0.9544142020819906
16.0,1.9703088266447852,3.4320000000000004,0.641974731243805
17.0,1.968011936965627,3.464,0.871050338016136
18.000000000000004,1.8838698677873962,3.279111111111112,0.779694907093889
19.0,1.880684315275158,3.0968888888888895,0.5764387903432122
20.0,1.9379082058961958,3.4746666666666663,0.9581851157523701
21.0,1.9275057537454146,3.257777777777777,0.6993188926235634
22.0,1.912943886478538,3.340444444444444,0.7505117924571766
23.0,1.9382555100969918,3.6195555555555554,1.4029291403486874
24.0,1.9305526288653712,3.455111111111111,0.7656352482307311
25.0,1.9413845135248884,3.583999999999999,1.3967655052095211
26.000000000000004,1.8899452161533108,3.0711111111111116,0.48024685010631474
27.0,1.9609625213595632,3.538666666666667,0.7991669736993965
28.0,1.9186447162634668,3.536,1.004686696450536
29.0,1.9402555789994274,3.347555555555556,0.8267115877878549
30.0,1.9848449577578307,3.356444444444445,0.5848956433247274
31.0,1.959390133430143,3.399111111111111,0.624455674078544
32.0,1.9395001132673568,3.278222222222222,0.5375066350437447
33.0,1.904437803970091,3.313777777777778,0.7795743061218937
34.0,1.9312238472129075,3.387555555555555,0.827599951070773
35.0,1.9480809542345268,3.4079999999999995,1.14138109972735
36.00000000000001,1.9714371080650357,3.4488888888888893,0.707127732188202
37.0,1.9058301714947035,3.152888888888889,0.6602153034530329
38.0,1.910063230152607,3.0284444444444443,0.5148853881816446
39.0,1.9260629633391468,3.3502222222222224,0.817639601853114
40.0,1.935727456947095,3.226666666666667,0.5356247073842784
41.0,1.9413468263077172,3.4719999999999995,0.8843278538451786
42.0,1.8769535183084094,3.051555555555555,0.5635765856573838
43.0,1.9859121233956518,3.448000000000001,0.8044979724364263
44.0,1.95688786904084,3.415111111111112,0.8112473553762368
45.0,1.9420566898089213,3.446222222222222,0.9012675847156931
46.0,1.9417826509284648,3.255111111111111,0.7058729294941071
47.0,1.996479464430451,3.502222222222223,1.0809415191865073
48.0,1.9544598984501442,3.5502222222222217,1.3710845306265609
49.0,1.8859237814982626,3.158222222222222,0.6795879652179958
50.0,1.882716461932703,3.352888888888889,0.7487621389605251
