# Time_ms	Mean_A	 Mean_B	 Stdev_A	 Stdev_B
0.0000e+00 7.5000e+01 3.0000e+01 0.0000e+00 0.0000e+00
1.0000e+00 4.2840e+01 5.6000e+00 3.4719e+00 1.7205e+00
2.0000e+00 3.8840e+01 2.8400e+00 3.1709e+00 1.8478e+00
3.0000e+00 3.7320e+01 2.2800e+00 4.3883e+00 1.4288e+00
4.0000e+00 3.6200e+01 2.5600e+00 3.6111e+00 1.6512e+00
5.0000e+00 3.5400e+01 1.9600e+00 3.6442e+00 1.4277e+00
6.0000e+00 3.4480e+01 2.1200e+00 4.5880e+00 1.6327e+00
7.0000e+00 3.3480e+01 1.8000e+00 3.9306e+00 1.4697e+00
8.0000e+00 3.4560e+01 1.9600e+00 3.8375e+00 1.4827e+00
9.0000e+00 3.4360e+01 2.0400e+00 3.1353e+00 1.6608e+00
1.0000e+01 3.2960e+01 1.4000e+00 3.4696e+00 1.1314e+00
1.1000e+01 3.2640e+01 1.4400e+00 3.1481e+00 1.2674e+00
1.2000e+01 3.3720e+01 1.7600e+00 2.8498e+00 1.4773e+00
1.3000e+01 3.3360e+01 1.4400e+00 2.8828e+00 9.8306e-01
1.4000e+01 3.3200e+01 1.3200e+00 3.1241e+00 1.0477e+00
1.5000e+01 3.2560e+01 1.6000e+00 3.3595e+00 1.2649e+00
1.6000e+01 3.3440e+01 1.6800e+00 2.9810e+00 1.2875e+00
1.7000e+01 3.3560e+01 2.1200e+00 3.5674e+00 1.3363e+00
1.8000e+01 3.4160e+01 1.7600e+00 3.9667e+00 1.4500e+00
1.9000e+01 3.3480e+01 1.6800e+00 4.4643e+00 1.3775e+00
2.0000e+01 3.3560e+01 1.7600e+00 2.6695e+00 9.9116e-01
2.1000e+01 3.3560e+01 1.8800e+00 3.2995e+00 1.2106e+00
2.2000e+01 3.3080e+01 1.3200e+00 2.3138e+00 1.1214e+00
2.3000e+01 3.2600e+01 1.5200e+00 3.3586e+00 1.3303e+00
2.4000e+01 3.3560e+01 1.6000e+00 3.4302e+00 1.3266e+00
2.5000e+01 3.2600e+01 1.6400e+00 2.9799e+00 9.7488e-01
2.6000e+01 3.2360e+01 1.6400e+00 3.2604e+00 1.2290e+00
2.7000e+01 3.3160e+01 1.5200e+00 2.9622e+00 1.2998e+00
2.8000e+01 3.3080e+01 1.6000e+00 3.3814e+00 1.1314e+00
2.9000e+01 3.2320e+01 1.3200e+00 3.2462e+00 1.0477e+00
3.0000e+01 3.3200e+01 9.6000e-01 3.1623e+00 8.7086e-01
3.1000e+01 3.3240e+01 1.0000e+00 3.3974e+00 9.3808e-01
3.2000e+01 3.2160e+01 1.1600e+00 3.8333e+00 7.8384e-01
3.3000e+01 3.2840e+01 1.3600e+00 4.2959e+00 1.1621e+00
3.4000e+01 3.3000e+01 1.2000e+00 3.1369e+00 1.0583e+00
3.5000e+01 3.3560e+01 1.8400e+00 2.5935e+00 1.3470e+00
3.6000e+01 3.2920e+01 1.3200e+00 2.6671e+00 1.3182e+00
3.7000e+01 3.2760e+01 1.2400e+00 3.1149e+00 1.0688e+00
3.8000e+01 3.2880e+01 1.3600e+00 3.4678e+00 1.0538e+00
3.9000e+01 3.2560e+01 1.6800e+00 3.6120e+00 1.4892e+00
4.0000e+01 3.2320e+01 1.1200e+00 3.7172e+00 1.1071e+00
4.1000e+01 3.3160e+01 1.2400e+00 3.5404e+00 1.1412e+00
4.2000e+01 3.3240e+01 1.5600e+00 3.1910e+00 1.0613e+00
4.3000e+01 3.3240e+01 1.6000e+00 2.9837e+00 1.0198e+00
4.4000e+01 3.2600e+01 1.5200e+00 2.8000e+00 8.9978e-01
4.5000e+01 3.2800e+01 1.4800e+00 3.0984e+00 8.5417e-01
4.6000e+01 3.3080e+01 1.6800e+00 3.4167e+00 1.1214e+00
4.7000e+01 3.2640e+01 9.2000e-01 2.9649e+00 1.0925e+00
4.8000e+01 3.2760e+01 1.6000e+00 3.3619e+00 1.2649e+00
4.9000e+01 3.3760e+01 1.4400e+00 2.5812e+00 1.0229e+00
5.0000e+01 3.3840e+01 1.2800e+00 3.0289e+00 1.0400e+00
