Cluster size,frequency,foTM
1,0.5020177562550444,0.16586666666666666
2,0.1993543179983858,0.13173333333333334
3,0.10149313962873285,0.10060000000000001
4,0.04741727199354318,0.06266666666666668
5,0.031073446327683617,0.051333333333333335
6,0.020984665052461663,0.041600000000000005
7,0.016142050040355124,0.03733333333333333
8,0.01493139628732849,0.03946666666666667
9,0.009685230024213076,0.0288
10,0.005649717514124294,0.018666666666666665
11,0.007869249394673124,0.0286
12,0.005851493139628733,0.023200000000000002
13,0.002623083131557708,0.011266666666666666
14,0.00423728813559322,0.0196
15,0.004035512510088781,0.02
16,0.0020177562550443904,0.010666666666666668
17,0.002824858757062147,0.015866666666666668
18,0.0020177562550443904,0.011999999999999999
19,0.0016142050040355124,0.010133333333333333
20,0.002623083131557708,0.017333333333333333
21,0.0012106537530266344,0.0084
22,0.0016142050040355124,0.011733333333333333
23,0.0014124293785310734,0.010733333333333334
24,0.0010088781275221952,0.008
25,0.0006053268765133172,0.005
26,0.0010088781275221952,0.008666666666666666
27,0.0018159806295399517,0.0162
28,0.0010088781275221952,0.009333333333333332
29,0.0008071025020177562,0.007733333333333333
31,0.0006053268765133172,0.006200000000000001
33,0.0006053268765133172,0.0066
34,0.00020177562550443906,0.002266666666666667
35,0.00020177562550443906,0.0023333333333333335
36,0.00020177562550443906,0.0024
38,0.0008071025020177562,0.010133333333333333
39,0.00020177562550443906,0.0026
41,0.00020177562550443906,0.0027333333333333333
42,0.00020177562550443906,0.0028
44,0.00020177562550443906,0.0029333333333333334
45,0.00020177562550443906,0.003
46,0.0004035512510088781,0.0061333333333333335
49,0.0004035512510088781,0.006533333333333334
50,0.00020177562550443906,0.0033333333333333335
54,0.00020177562550443906,0.0036
58,0.00020177562550443906,0.0038666666666666667
