Cluster size,frequency,foTM
1,0.453125,0.17400000000000002
2,0.2511574074074074,0.1928888888888889
3,0.1009837962962963,0.11633333333333333
4,0.0630787037037037,0.0968888888888889
5,0.041087962962962965,0.07888888888888888
6,0.022858796296296297,0.05266666666666667
7,0.015914351851851853,0.042777777777777776
8,0.010127314814814815,0.031111111111111114
9,0.009837962962962963,0.034
10,0.005208333333333333,0.02
11,0.003761574074074074,0.01588888888888889
12,0.003472222222222222,0.016
13,0.005787037037037037,0.028888888888888888
14,0.0023148148148148147,0.012444444444444444
15,0.002025462962962963,0.011666666666666667
16,0.0011574074074074073,0.0071111111111111115
17,0.0008680555555555555,0.005666666666666667
18,0.0011574074074074073,0.008
19,0.0008680555555555555,0.006333333333333333
20,0.0005787037037037037,0.0044444444444444444
21,0.0011574074074074073,0.009333333333333334
22,0.0005787037037037037,0.004888888888888889
23,0.00028935185185185184,0.0025555555555555557
24,0.0005787037037037037,0.005333333333333333
25,0.00028935185185185184,0.002777777777777778
26,0.0008680555555555555,0.008666666666666666
30,0.0005787037037037037,0.006666666666666667
34,0.00028935185185185184,0.003777777777777778
