# Time_ms	Mean_A	 Mean_B	 Stdev_A	 Stdev_B
0.0000e+00 4.5000e+01 9.0000e+01 0.0000e+00 0.0000e+00
1.0000e+00 6.8400e+00 3.8000e+01 2.7229e+00 5.2077e+00
2.0000e+00 4.3600e+00 3.0720e+01 1.3230e+00 4.1136e+00
3.0000e+00 3.2400e+00 2.8000e+01 1.6560e+00 3.6770e+00
4.0000e+00 2.6000e+00 2.7360e+01 1.8762e+00 3.5200e+00
5.0000e+00 2.3600e+00 2.7440e+01 1.6219e+00 3.6995e+00
6.0000e+00 1.8000e+00 2.5280e+01 1.3565e+00 4.2569e+00
7.0000e+00 1.2800e+00 2.4880e+01 7.7563e-01 2.5190e+00
8.0000e+00 1.7600e+00 2.5040e+01 1.2419e+00 3.6275e+00
9.0000e+00 1.8400e+00 2.4400e+01 1.0072e+00 3.2249e+00
1.0000e+01 2.5600e+00 2.5120e+01 1.6512e+00 3.9630e+00
1.1000e+01 2.2000e+00 2.5280e+01 1.5748e+00 4.0449e+00
1.2000e+01 1.9200e+00 2.3800e+01 1.5211e+00 3.5214e+00
1.3000e+01 2.0800e+00 2.4200e+01 1.5211e+00 3.2249e+00
1.4000e+01 1.9600e+00 2.4440e+01 1.6608e+00 2.9131e+00
1.5000e+01 2.4400e+00 2.4720e+01 1.3879e+00 3.1051e+00
1.6000e+01 1.6000e+00 2.4720e+01 1.2329e+00 2.8916e+00
1.7000e+01 1.7200e+00 2.4800e+01 1.0008e+00 3.8678e+00
1.8000e+01 1.9200e+00 2.5080e+01 1.0167e+00 2.8833e+00
1.9000e+01 1.8800e+00 2.5680e+01 1.0323e+00 2.9896e+00
2.0000e+01 2.2400e+00 2.4760e+01 1.3351e+00 3.4789e+00
2.1000e+01 2.0400e+00 2.4720e+01 1.5357e+00 3.5159e+00
2.2000e+01 1.6000e+00 2.4480e+01 1.0198e+00 3.3955e+00
2.3000e+01 1.5600e+00 2.4080e+01 1.4988e+00 3.2975e+00
2.4000e+01 1.7200e+00 2.4040e+01 1.0400e+00 3.2184e+00
2.5000e+01 1.5600e+00 2.4360e+01 1.2027e+00 3.2849e+00
2.6000e+01 2.1200e+00 2.3840e+01 1.3363e+00 3.4834e+00
2.7000e+01 1.7600e+00 2.4200e+01 1.1412e+00 3.5327e+00
2.8000e+01 1.8000e+00 2.5400e+01 1.1662e+00 3.5889e+00
2.9000e+01 1.6000e+00 2.5360e+01 9.7980e-01 2.7112e+00
3.0000e+01 1.6400e+00 2.4600e+01 1.1271e+00 2.9530e+00
3.1000e+01 2.3200e+00 2.5040e+01 1.4344e+00 2.9864e+00
3.2000e+01 1.6000e+00 2.5160e+01 1.3856e+00 3.5063e+00
3.3000e+01 1.6400e+00 2.5480e+01 1.0538e+00 3.6235e+00
3.4000e+01 1.8800e+00 2.3520e+01 1.2106e+00 4.1773e+00
3.5000e+01 1.5200e+00 2.4040e+01 1.2040e+00 3.8934e+00
3.6000e+01 1.8400e+00 2.3880e+01 1.6657e+00 3.5589e+00
3.7000e+01 1.7600e+00 2.3840e+01 1.1758e+00 3.2333e+00
3.8000e+01 1.4800e+00 2.4960e+01 1.1703e+00 3.3643e+00
3.9000e+01 1.6800e+00 2.4760e+01 1.1906e+00 3.4209e+00
4.0000e+01 2.4800e+00 2.5720e+01 1.4730e+00 3.1562e+00
4.1000e+01 2.0400e+00 2.4760e+01 1.3410e+00 3.5132e+00
4.2000e+01 2.0000e+00 2.5080e+01 1.3856e+00 3.2975e+00
4.3000e+01 2.0800e+00 2.4680e+01 1.3242e+00 3.8649e+00
4.4000e+01 1.8800e+00 2.5200e+01 1.3659e+00 4.4272e+00
4.5000e+01 1.6400e+00 2.4320e+01 1.0538e+00 3.2585e+00
4.6000e+01 1.8400e+00 2.4760e+01 1.4881e+00 3.1532e+00
4.7000e+01 1.5600e+00 2.3760e+01 1.2355e+00 3.4673e+00
4.8000e+01 1.6800e+00 2.4120e+01 1.0477e+00 3.7557e+00
4.9000e+01 2.0000e+00 2.4600e+01 1.2649e+00 3.2741e+00
5.0000e+01 1.6000e+00 2.3920e+01 1.1314e+00 2.8555e+00
