Cluster size,frequency,foTM
1,0.8780785670669652,0.6391111111111111
2,0.019947079177691836,0.02903703703703704
3,0.039792387543252594,0.08688888888888889
4,0.0323631182576837,0.09422222222222222
5,0.010584164461632404,0.038518518518518514
6,0.00630979035212701,0.027555555555555555
7,0.0045796865458986365,0.023333333333333334
8,0.0033584368003256666,0.019555555555555555
9,0.0008141664970486464,0.005333333333333333
10,0.001628332994097293,0.011851851851851851
11,0.0007123956849175657,0.005703703703703703
12,0.0007123956849175657,0.006222222222222223
13,0.0005088540606554041,0.004814814814814815
14,0.0002035416242621616,0.002074074074074074
15,0.0001017708121310808,0.0011111111111111111
19,0.0001017708121310808,0.0014074074074074073
21,0.0001017708121310808,0.0015555555555555555
23,0.0001017708121310808,0.0017037037037037038
