# Time_ms	Mean_A	 Mean_B	 Stdev_A	 Stdev_B
0.0000e+00 1.2000e+02 9.0000e+01 0.0000e+00 0.0000e+00
1.0000e+00 2.6160e+01 9.2000e+00 3.9261e+00 3.2125e+00
2.0000e+00 2.1080e+01 6.4000e+00 4.0092e+00 2.6833e+00
3.0000e+00 1.8800e+01 4.0400e+00 3.6222e+00 1.5615e+00
4.0000e+00 1.8000e+01 3.4800e+00 3.0725e+00 1.4176e+00
5.0000e+00 1.7640e+01 3.0400e+00 4.4531e+00 1.6366e+00
6.0000e+00 1.7080e+01 3.2800e+00 3.1739e+00 1.6129e+00
7.0000e+00 1.6280e+01 3.1200e+00 3.2313e+00 1.7279e+00
8.0000e+00 1.5400e+01 2.9600e+00 2.8284e+00 1.5094e+00
9.0000e+00 1.6560e+01 3.4000e+00 3.8790e+00 1.7205e+00
1.0000e+01 1.6120e+01 3.1200e+00 3.3145e+00 1.8181e+00
1.1000e+01 1.6400e+01 3.2000e+00 3.4176e+00 1.8547e+00
1.2000e+01 1.7800e+01 2.8800e+00 2.6382e+00 1.2750e+00
1.3000e+01 1.6680e+01 2.9200e+00 2.1302e+00 1.5980e+00
1.4000e+01 1.6200e+01 2.6400e+00 2.8983e+00 1.6463e+00
1.5000e+01 1.5640e+01 2.8000e+00 3.6538e+00 1.5492e+00
1.6000e+01 1.5680e+01 2.8400e+00 2.7817e+00 2.1667e+00
1.7000e+01 1.6400e+01 2.6400e+00 2.7423e+00 1.4664e+00
1.8000e+01 1.6080e+01 3.1200e+00 3.7086e+00 1.7279e+00
1.9000e+01 1.5840e+01 2.8800e+00 3.3067e+00 1.4784e+00
2.0000e+01 1.5600e+01 2.4000e+00 3.1113e+00 1.3565e+00
2.1000e+01 1.5200e+01 2.8400e+00 3.2000e+00 1.6895e+00
2.2000e+01 1.4400e+01 2.5200e+00 3.1496e+00 1.4455e+00
2.3000e+01 1.5000e+01 2.6000e+00 2.2627e+00 1.1662e+00
2.4000e+01 1.4920e+01 3.0400e+00 3.4400e+00 1.6120e+00
2.5000e+01 1.6080e+01 2.3600e+00 2.9654e+00 1.3529e+00
2.6000e+01 1.7320e+01 3.0400e+00 3.5857e+00 1.7772e+00
2.7000e+01 1.7400e+01 2.7200e+00 3.5777e+00 1.8443e+00
2.8000e+01 1.6440e+01 2.6800e+00 3.5449e+00 1.9125e+00
2.9000e+01 1.5360e+01 2.7200e+00 2.5594e+00 1.7325e+00
3.0000e+01 1.5160e+01 2.8400e+00 2.6785e+00 1.2862e+00
3.1000e+01 1.5840e+01 2.8000e+00 3.1072e+00 1.5232e+00
3.2000e+01 1.5200e+01 3.1200e+00 3.0854e+00 1.3659e+00
3.3000e+01 1.5560e+01 2.6000e+00 2.3846e+00 1.3266e+00
3.4000e+01 1.6840e+01 2.9200e+00 3.2333e+00 1.7645e+00
3.5000e+01 1.5040e+01 2.4400e+00 2.7493e+00 1.5768e+00
3.6000e+01 1.5360e+01 2.4800e+00 3.4511e+00 1.2998e+00
3.7000e+01 1.5200e+01 2.7200e+00 3.6878e+00 1.4566e+00
3.8000e+01 1.5640e+01 2.5200e+00 1.7636e+00 1.3891e+00
3.9000e+01 1.5560e+01 2.8800e+00 3.0342e+00 1.8400e+00
4.0000e+01 1.5520e+01 3.1200e+00 3.3241e+00 1.5315e+00
4.1000e+01 1.5720e+01 2.4800e+00 2.7206e+00 1.3303e+00
4.2000e+01 1.4760e+01 2.8000e+00 3.7977e+00 1.5492e+00
4.3000e+01 1.5840e+01 2.8400e+00 2.9622e+00 1.4610e+00
4.4000e+01 1.6200e+01 3.0000e+00 3.1875e+00 2.1909e+00
4.5000e+01 1.5000e+01 2.6800e+00 3.5665e+00 1.4892e+00
4.6000e+01 1.5880e+01 2.8000e+00 2.9301e+00 1.3856e+00
4.7000e+01 1.6640e+01 2.8800e+00 3.5652e+00 1.5829e+00
4.8000e+01 1.5960e+01 2.8400e+00 2.7782e+00 1.4051e+00
4.9000e+01 1.5160e+01 2.5200e+00 3.2457e+00 1.2040e+00
5.0000e+01 1.4960e+01 2.7600e+00 2.3745e+00 1.5819e+00
