# Time_ms	Mean_A	 Mean_B	 Stdev_A	 Stdev_B
0.0000e+00 1.0500e+02 6.0000e+01 0.0000e+00 0.0000e+00
1.0000e+00 3.4640e+01 5.8000e+00 4.2036e+00 2.9530e+00
2.0000e+00 2.7360e+01 3.8000e+00 3.7082e+00 2.0785e+00
3.0000e+00 2.5920e+01 2.4400e+00 3.2854e+00 1.6989e+00
4.0000e+00 2.5960e+01 2.5200e+00 3.7574e+00 1.4455e+00
5.0000e+00 2.4600e+01 2.2800e+00 3.5665e+00 1.3121e+00
6.0000e+00 2.3640e+01 1.9200e+00 3.2481e+00 1.2624e+00
7.0000e+00 2.2480e+01 1.8800e+00 3.8897e+00 1.3659e+00
8.0000e+00 2.2640e+01 1.8000e+00 4.2791e+00 9.7980e-01
9.0000e+00 2.3200e+01 1.7600e+00 2.3833e+00 1.1056e+00
1.0000e+01 2.3000e+01 2.1200e+00 3.2741e+00 1.6080e+00
1.1000e+01 2.2720e+01 2.0400e+00 2.9192e+00 1.6848e+00
1.2000e+01 2.3320e+01 2.2800e+00 3.0557e+00 1.6857e+00
1.3000e+01 2.2840e+01 2.5200e+00 3.3188e+00 1.1356e+00
1.4000e+01 2.1800e+01 1.9200e+00 2.5923e+00 1.6228e+00
1.5000e+01 2.3040e+01 1.9600e+00 3.7574e+00 1.2800e+00
1.6000e+01 2.2480e+01 2.1200e+00 4.1773e+00 1.4784e+00
1.7000e+01 2.1480e+01 2.0400e+00 2.4839e+00 1.4555e+00
1.8000e+01 2.1480e+01 1.8000e+00 2.9949e+00 1.1314e+00
1.9000e+01 2.1680e+01 1.6800e+00 4.7642e+00 1.2560e+00
2.0000e+01 2.2600e+01 2.1200e+00 3.5889e+00 1.5574e+00
2.1000e+01 2.1800e+01 2.0800e+00 3.5327e+00 1.5728e+00
2.2000e+01 2.2240e+01 1.9200e+00 4.1596e+00 1.0925e+00
2.3000e+01 2.2800e+01 1.8400e+00 3.6551e+00 1.0837e+00
2.4000e+01 2.2280e+01 2.4800e+00 4.2944e+00 1.1703e+00
2.5000e+01 2.2200e+01 1.9200e+00 3.8367e+00 1.5471e+00
2.6000e+01 2.2600e+01 2.2400e+00 4.1183e+00 1.5564e+00
2.7000e+01 2.2040e+01 2.2400e+00 3.9545e+00 1.2093e+00
2.8000e+01 2.2160e+01 1.5600e+00 3.3903e+00 1.2027e+00
2.9000e+01 2.2480e+01 1.6000e+00 3.3837e+00 9.7980e-01
3.0000e+01 2.2720e+01 1.9200e+00 3.4237e+00 1.4945e+00
3.1000e+01 2.1560e+01 2.2400e+00 3.6120e+00 1.0688e+00
3.2000e+01 2.2040e+01 1.8800e+00 3.8312e+00 1.4784e+00
3.3000e+01 2.2200e+01 1.9200e+00 3.6551e+00 1.6228e+00
3.4000e+01 2.2280e+01 1.7600e+00 3.4002e+00 1.3048e+00
3.5000e+01 2.2480e+01 1.4400e+00 3.0347e+00 9.4149e-01
3.6000e+01 2.2240e+01 1.8400e+00 3.1910e+00 1.1200e+00
3.7000e+01 2.2720e+01 2.1600e+00 3.2927e+00 1.3470e+00
3.8000e+01 2.3160e+01 1.8800e+00 3.8437e+00 1.7736e+00
3.9000e+01 2.2360e+01 1.8400e+00 3.4162e+00 1.2548e+00
4.0000e+01 2.2880e+01 1.8800e+00 3.7770e+00 1.5574e+00
4.1000e+01 2.3480e+01 2.6000e+00 3.1128e+00 1.4967e+00
4.2000e+01 2.3320e+01 2.0400e+00 3.1333e+00 1.1825e+00
4.3000e+01 2.1440e+01 2.2000e+00 3.3236e+00 1.3266e+00
4.4000e+01 2.1720e+01 1.8800e+00 3.4353e+00 1.2750e+00
4.5000e+01 2.2000e+01 1.5600e+00 3.7310e+00 1.1342e+00
4.6000e+01 2.2680e+01 1.6000e+00 3.3313e+00 1.3266e+00
4.7000e+01 2.1840e+01 1.5200e+00 3.7702e+00 1.2687e+00
4.8000e+01 2.0840e+01 1.5200e+00 3.6843e+00 1.4176e+00
4.9000e+01 2.0640e+01 1.5600e+00 2.7840e+00 1.0613e+00
5.0000e+01 2.1320e+01 1.5600e+00 2.9896e+00 1.3291e+00
