# Time_ms	Mean_A	 Mean_B	 Stdev_A	 Stdev_B
0.0000e+00 1.5000e+01 7.5000e+01 0.0000e+00 0.0000e+00
1.0000e+00 3.0800e+00 5.5600e+01 1.4119e+00 3.1623e+00
2.0000e+00 1.6800e+00 5.3240e+01 1.2875e+00 3.1532e+00
3.0000e+00 9.6000e-01 5.0800e+01 1.0385e+00 2.6533e+00
4.0000e+00 7.6000e-01 4.9520e+01 7.6315e-01 3.2999e+00
5.0000e+00 6.8000e-01 4.8880e+01 8.3522e-01 3.1154e+00
6.0000e+00 5.6000e-01 4.8880e+01 7.5260e-01 2.5818e+00
7.0000e+00 3.6000e-01 4.8680e+01 5.5714e-01 2.9627e+00
8.0000e+00 3.2000e-01 4.8520e+01 5.4553e-01 3.1256e+00
9.0000e+00 5.2000e-01 4.7200e+01 7.5472e-01 3.7630e+00
1.0000e+01 4.4000e-01 4.7160e+01 6.3750e-01 3.3667e+00
1.1000e+01 5.2000e-01 4.7880e+01 8.0598e-01 2.4547e+00
1.2000e+01 4.0000e-01 4.7520e+01 6.9282e-01 2.8442e+00
1.3000e+01 6.4000e-01 4.7360e+01 5.5714e-01 2.5279e+00
1.4000e+01 4.8000e-01 4.6120e+01 6.4000e-01 3.0374e+00
1.5000e+01 4.0000e-01 4.7160e+01 5.6569e-01 3.1455e+00
1.6000e+01 4.4000e-01 4.5760e+01 5.7131e-01 4.5014e+00
1.7000e+01 3.2000e-01 4.7320e+01 6.1449e-01 3.1205e+00
1.8000e+01 6.4000e-01 4.8040e+01 8.8904e-01 3.2060e+00
1.9000e+01 7.2000e-01 4.7600e+01 7.7563e-01 2.8425e+00
2.0000e+01 2.8000e-01 4.8080e+01 5.3066e-01 3.0974e+00
2.1000e+01 6.4000e-01 4.8200e+01 7.4189e-01 3.2985e+00
2.2000e+01 6.0000e-01 4.8840e+01 7.4833e-01 3.0289e+00
2.3000e+01 4.8000e-01 4.7200e+01 4.9960e-01 3.1113e+00
2.4000e+01 3.6000e-01 4.6760e+01 5.5714e-01 2.5812e+00
2.5000e+01 4.0000e-01 4.6800e+01 4.8990e-01 2.6230e+00
2.6000e+01 4.4000e-01 4.7400e+01 6.3750e-01 3.1623e+00
2.7000e+01 6.0000e-01 4.8680e+01 8.0000e-01 3.3433e+00
2.8000e+01 4.0000e-01 4.8560e+01 6.3246e-01 2.7434e+00
2.9000e+01 5.6000e-01 4.8240e+01 6.9742e-01 3.4326e+00
3.0000e+01 5.6000e-01 4.7280e+01 6.9742e-01 2.9465e+00
3.1000e+01 5.6000e-01 4.7240e+01 6.9742e-01 2.4377e+00
3.2000e+01 4.8000e-01 4.7560e+01 6.4000e-01 3.5336e+00
3.3000e+01 4.8000e-01 4.6800e+01 6.9971e-01 3.0594e+00
3.4000e+01 5.2000e-01 4.8520e+01 4.9960e-01 2.4514e+00
3.5000e+01 4.8000e-01 4.7400e+01 6.9971e-01 3.2619e+00
3.6000e+01 2.8000e-01 4.6560e+01 4.4900e-01 2.4179e+00
3.7000e+01 2.4000e-01 4.6920e+01 4.2708e-01 3.3337e+00
3.8000e+01 4.8000e-01 4.7080e+01 8.0598e-01 2.9383e+00
3.9000e+01 4.8000e-01 4.7160e+01 6.4000e-01 3.2333e+00
4.0000e+01 6.8000e-01 4.7400e+01 6.7646e-01 3.1369e+00
4.1000e+01 6.0000e-01 4.7000e+01 6.9282e-01 3.1623e+00
4.2000e+01 3.2000e-01 4.7560e+01 5.4553e-01 3.2873e+00
4.3000e+01 4.4000e-01 4.8360e+01 6.3750e-01 2.7112e+00
4.4000e+01 4.0000e-01 4.7920e+01 4.8990e-01 2.8414e+00
4.5000e+01 3.2000e-01 4.7520e+01 4.6648e-01 2.5317e+00
4.6000e+01 5.6000e-01 4.8680e+01 8.0399e-01 2.8944e+00
4.7000e+01 4.8000e-01 4.7360e+01 7.5472e-01 2.6364e+00
4.8000e+01 6.0000e-01 4.8520e+01 6.9282e-01 3.3600e+00
4.9000e+01 3.6000e-01 4.7600e+01 5.5714e-01 3.0594e+00
5.0000e+01 4.8000e-01 4.7160e+01 5.7411e-01 3.0421e+00
