Cluster size,frequency,foTM
1,0.6638893813153696,0.3566666666666667
2,0.13703244105655027,0.14723809523809525
3,0.09466406665484843,0.15257142857142858
4,0.03510015954617975,0.07542857142857143
5,0.026413756426165575,0.07095238095238095
6,0.014181882644921113,0.04571428571428572
7,0.008331856053891154,0.03133333333333333
8,0.005672753057968445,0.02438095238095238
9,0.0030136500620457367,0.01457142857142857
10,0.002659102995922709,0.014285714285714285
11,0.0031909235951072504,0.018857142857142857
12,0.0008863676653075696,0.005714285714285715
13,0.0012409147314305974,0.008666666666666666
14,0.0005318205991845417,0.004
15,0.0010636411983690835,0.008571428571428572
16,0.0010636411983690835,0.009142857142857144
18,0.0001772735330615139,0.0017142857142857142
19,0.0003545470661230278,0.003619047619047619
21,0.0001772735330615139,0.002
23,0.0001772735330615139,0.0021904761904761906
25,0.0001772735330615139,0.002380952380952381
