Time (ms),ACS,ACO,std_ACO
0.0,1.0,1.0,0.0
1.0,3.420317305685655,12.699809523809524,4.995405867626066
2.0,4.689813672403137,23.640380952380962,10.348033530585093
3.0,5.342846362907097,27.96304761904762,10.42688355812483
4.0,5.5518118205172025,38.940952380952375,24.523649227400302
5.0,5.533702752649591,36.916952380952374,19.91053231828017
6.0,5.7265276809844385,39.15619047619047,24.2049631911288
7.0,5.615803189377316,38.9927619047619,21.09765399989581
8.0,5.950612834476574,48.747047619047606,27.09560934786248
9.000000000000002,5.989563738626037,45.04990476190476,20.28562991800028
10.0,6.041889693444153,45.08,24.287870828620512
11.0,6.2525219284511095,48.75047619047619,24.61873452872666
12.0,6.48194872587154,51.97028571428572,23.463104293613206
13.000000000000002,6.323427166514023,49.52761904761905,16.42797591743317
14.0,6.400852623944608,60.62019047619047,28.180057189148382
15.0,6.189434037804065,53.72266666666666,21.640171315562487
16.0,6.411430088537418,55.923809523809524,29.388151375509167
17.0,6.112666541072364,51.436571428571426,27.505890186593053
18.000000000000004,6.148544057181859,49.74057142857143,26.11898666034472
19.0,6.540345844644781,59.59961904761904,30.579944516914946
20.0,6.104333417783213,46.26628571428572,20.812354865502822
21.0,6.346140608028318,56.72152380952382,28.481135710749836
22.0,7.195667165974294,69.2967619047619,34.37518513084759
23.0,6.266620866230395,59.26552380952382,31.705464046352603
24.0,6.422613217479274,54.67657142857142,30.04443179594254
25.0,6.7183846435633905,50.98666666666665,34.103721424002785
26.000000000000004,6.584026775870391,55.54285714285713,31.14375871710861
27.0,6.360215501687669,46.138285714285715,27.112768100436135
28.0,6.358585478836497,49.376,31.539013237144708
29.0,6.410490955260849,58.3847619047619,28.11482087502012
30.0,6.3672341919160695,48.499047619047616,24.771126195038484
31.0,7.022630712767432,57.77066666666666,31.36778547904538
32.0,6.328513912177234,46.29028571428571,22.05059580768562
33.0,6.341963736642495,55.50780952380951,33.33595197550804
34.0,6.381812509928397,47.63961904761905,22.573190637268922
35.0,6.350978725718891,50.329904761904764,28.956434914173663
36.00000000000001,6.088264849941352,41.721523809523816,20.57146142501786
37.0,5.959491727007309,49.72761904761906,33.80722889595631
38.0,6.332703458055944,53.15580952380954,31.607331034001756
39.0,6.125206480472519,47.20495238095237,29.658678630449945
40.0,6.412822156028747,56.6384761904762,24.437307856520864
41.0,6.758064891556341,61.49942857142856,30.307957220427834
42.0,6.353736740140203,51.99009523809523,29.515627803963984
43.0,6.191226790247722,55.5912380952381,28.054112779839354
44.0,6.50505552362108,63.292190476190484,36.60908752725519
45.0,6.545031813284242,53.037333333333336,32.04990348272052
46.0,6.299183944342696,54.48647619047619,22.56786372009741
47.0,6.154542622508851,56.44533333333334,26.511434887789903
48.0,6.747632682313339,68.656,33.56798197181153
49.0,6.440610750953244,56.213714285714275,26.064606433188416
50.0,6.161542295111982,48.1672380952381,20.673785051015717
