# Time_ms	Mean_A	 Mean_B	 Stdev_A	 Stdev_B
0.0000e+00 1.2000e+02 7.5000e+01 0.0000e+00 0.0000e+00
1.0000e+00 3.6440e+01 7.0400e+00 4.1769e+00 2.0877e+00
2.0000e+00 2.9840e+01 3.9200e+00 3.6735e+00 1.8530e+00
3.0000e+00 2.5720e+01 2.7600e+00 2.6003e+00 1.2737e+00
4.0000e+00 2.4760e+01 2.4400e+00 3.5808e+00 1.3879e+00
5.0000e+00 2.3480e+01 2.0800e+00 2.9949e+00 1.5471e+00
6.0000e+00 2.3520e+01 2.3600e+00 4.2438e+00 1.2290e+00
7.0000e+00 2.4120e+01 1.8800e+00 2.6880e+00 1.1426e+00
8.0000e+00 2.3080e+01 2.2400e+00 3.8566e+00 2.1219e+00
9.0000e+00 2.2720e+01 1.9200e+00 3.3648e+00 1.3242e+00
1.0000e+01 2.3160e+01 1.9600e+00 3.4604e+00 1.3109e+00
1.1000e+01 2.4160e+01 2.2800e+00 2.4606e+00 1.7325e+00
1.2000e+01 2.3920e+01 2.0800e+00 3.4167e+00 1.5211e+00
1.3000e+01 2.1640e+01 2.0400e+00 2.8549e+00 1.4827e+00
1.4000e+01 2.3400e+01 1.6400e+00 3.8367e+00 1.1621e+00
1.5000e+01 2.2760e+01 2.4000e+00 3.6252e+00 1.7664e+00
1.6000e+01 2.4000e+01 1.8400e+00 3.7736e+00 1.1552e+00
1.7000e+01 2.2600e+01 1.7200e+00 3.5777e+00 1.2812e+00
1.8000e+01 2.2240e+01 1.6000e+00 4.2358e+00 1.4422e+00
1.9000e+01 2.3560e+01 1.8400e+00 2.9540e+00 1.2225e+00
2.0000e+01 2.2480e+01 1.6000e+00 3.5341e+00 1.0954e+00
2.1000e+01 2.2600e+01 1.9600e+00 2.7857e+00 1.2484e+00
2.2000e+01 2.3840e+01 2.0000e+00 2.7954e+00 1.2329e+00
2.3000e+01 2.3800e+01 2.4800e+00 3.6878e+00 1.2368e+00
2.4000e+01 2.3480e+01 1.7200e+00 3.9509e+00 1.2812e+00
2.5000e+01 2.3480e+01 1.8800e+00 3.6124e+00 1.5574e+00
2.6000e+01 2.3240e+01 1.8000e+00 4.0327e+00 1.2649e+00
2.7000e+01 2.3400e+01 1.9600e+00 3.7523e+00 1.7316e+00
2.8000e+01 2.3200e+01 1.9200e+00 3.1113e+00 1.2624e+00
2.9000e+01 2.3680e+01 2.5200e+00 4.3148e+00 1.6999e+00
3.0000e+01 2.2880e+01 1.8000e+00 3.7664e+00 1.0198e+00
3.1000e+01 2.3200e+01 1.6400e+00 3.6000e+00 1.3822e+00
3.2000e+01 2.1600e+01 2.0400e+00 3.3586e+00 1.1482e+00
3.3000e+01 2.2120e+01 2.1600e+00 4.3481e+00 1.3170e+00
3.4000e+01 2.2560e+01 2.1200e+00 2.7868e+00 1.4784e+00
3.5000e+01 2.2320e+01 1.7200e+00 3.3072e+00 1.0778e+00
3.6000e+01 2.1800e+01 2.0800e+00 2.4980e+00 1.0167e+00
3.7000e+01 2.1760e+01 1.9600e+00 3.2160e+00 1.2800e+00
3.8000e+01 2.1920e+01 1.8400e+00 3.7301e+00 1.0072e+00
3.9000e+01 2.1920e+01 2.0000e+00 3.2486e+00 1.2000e+00
4.0000e+01 2.2240e+01 1.8800e+00 2.4377e+00 1.3363e+00
4.1000e+01 2.3160e+01 2.0800e+00 3.6075e+00 1.2303e+00
4.2000e+01 2.3360e+01 1.5600e+00 3.1097e+00 1.4444e+00
4.3000e+01 2.2680e+01 1.4400e+00 4.0568e+00 1.2027e+00
4.4000e+01 2.3120e+01 1.8400e+00 3.6367e+00 1.2548e+00
4.5000e+01 2.3360e+01 1.7200e+00 4.6465e+00 1.3121e+00
4.6000e+01 2.2840e+01 2.0000e+00 3.4372e+00 1.2961e+00
4.7000e+01 2.2640e+01 2.3600e+00 4.4171e+00 1.4389e+00
4.8000e+01 2.2560e+01 1.7200e+00 2.8154e+00 9.1739e-01
4.9000e+01 2.1560e+01 1.7200e+00 3.8479e+00 9.6000e-01
5.0000e+01 2.2960e+01 1.6400e+00 3.5942e+00 1.3529e+00
