Cluster size,frequency,foTM
1,0.7586572906992172,0.38120000000000004
2,0.0420591747379594,0.04226666666666667
3,0.07177922250232188,0.1082
4,0.045376144354517714,0.0912
5,0.019371102560700543,0.048666666666666664
6,0.014196629958869576,0.042800000000000005
7,0.009552872495687939,0.0336
8,0.00796072707973995,0.032
9,0.00636858166379196,0.0288
10,0.003582327185882977,0.018
11,0.0030516120472336475,0.016866666666666665
12,0.00318429083189598,0.019200000000000002
13,0.0025208969085843175,0.016466666666666664
14,0.001857502985272655,0.013066666666666667
15,0.001326787846623325,0.01
16,0.0019901817699349874,0.016
17,0.00159214541594799,0.013600000000000001
18,0.0005307151386493299,0.0048
19,0.000796072707973995,0.007599999999999999
20,0.0003980363539869975,0.004
21,0.0005307151386493299,0.0056
22,0.0009287514926363275,0.010266666666666667
23,0.00026535756932466497,0.0030666666666666668
24,0.0003980363539869975,0.0048000000000000004
25,0.00026535756932466497,0.0033333333333333335
26,0.00013267878466233248,0.0017333333333333333
27,0.00026535756932466497,0.0036
28,0.00013267878466233248,0.0018666666666666666
29,0.00013267878466233248,0.0019333333333333333
33,0.00013267878466233248,0.0022
34,0.00013267878466233248,0.002266666666666667
38,0.00013267878466233248,0.002533333333333333
39,0.00013267878466233248,0.0026
42,0.00013267878466233248,0.0028
46,0.00013267878466233248,0.0030666666666666668
