Cluster size,frequency,foTM
1,0.4732760074186478,0.18713333333333335
2,0.2456584049907267,0.19426666666666667
3,0.09661102680829539,0.11460000000000001
4,0.05934918226268757,0.09386666666666667
5,0.03338391502276176,0.066
6,0.023773394031360646,0.056400000000000006
7,0.01686056314280897,0.04666666666666667
8,0.012982633619962906,0.04106666666666667
9,0.007755859045692126,0.027599999999999996
10,0.007418647782835947,0.029333333333333333
11,0.00556398583712696,0.0242
12,0.002191873208565166,0.010400000000000001
13,0.0028662957342775247,0.014733333333333333
14,0.0028662957342775247,0.015866666666666668
15,0.0011802394199966278,0.007
16,0.0010116337885685382,0.0064
17,0.0011802394199966278,0.007933333333333334
18,0.0008430281571404484,0.005999999999999999
19,0.0003372112628561794,0.002533333333333333
20,0.0015174506828528073,0.012
21,0.0001686056314280897,0.0014
22,0.0005058168942842691,0.0044
23,0.0003372112628561794,0.0030666666666666668
24,0.0003372112628561794,0.0032
25,0.0001686056314280897,0.0016666666666666668
26,0.0001686056314280897,0.0017333333333333333
27,0.0001686056314280897,0.0018
28,0.0005058168942842691,0.0056
29,0.0001686056314280897,0.0019333333333333333
31,0.0005058168942842691,0.006200000000000001
33,0.0001686056314280897,0.0022
42,0.0001686056314280897,0.0028
