# Time_ms	Mean_A	 Mean_B	 Stdev_A	 Stdev_B
0.0000e+00 7.5000e+01 9.0000e+01 0.0000e+00 0.0000e+00
1.0000e+00 1.8800e+01 2.3480e+01 3.7523e+00 4.7339e+00
2.0000e+00 1.6200e+01 1.7600e+01 3.2373e+00 4.7917e+00
3.0000e+00 1.4720e+01 1.5880e+01 3.1688e+00 3.3385e+00
4.0000e+00 1.3880e+01 1.4640e+01 2.5031e+00 3.8354e+00
5.0000e+00 1.3800e+01 1.4280e+01 3.2863e+00 3.7472e+00
6.0000e+00 1.3960e+01 1.3880e+01 3.5381e+00 3.8400e+00
7.0000e+00 1.2720e+01 1.2600e+01 3.2805e+00 2.5456e+00
8.0000e+00 1.3880e+01 1.3360e+01 3.1410e+00 3.2481e+00
9.0000e+00 1.2760e+01 1.2040e+01 3.2407e+00 2.5997e+00
1.0000e+01 1.3640e+01 1.2880e+01 2.7112e+00 2.0846e+00
1.1000e+01 1.3360e+01 1.2960e+01 2.9241e+00 2.7200e+00
1.2000e+01 1.2840e+01 1.2600e+01 2.8661e+00 2.4166e+00
1.3000e+01 1.3200e+01 1.2360e+01 2.6077e+00 2.7840e+00
1.4000e+01 1.3680e+01 1.4160e+01 2.0537e+00 2.6785e+00
1.5000e+01 1.3080e+01 1.3040e+01 2.6065e+00 3.4581e+00
1.6000e+01 1.3840e+01 1.4160e+01 2.4443e+00 2.9756e+00
1.7000e+01 1.2440e+01 1.2960e+01 3.4185e+00 4.0839e+00
1.8000e+01 1.1960e+01 1.1760e+01 2.4897e+00 2.6120e+00
1.9000e+01 1.3600e+01 1.2320e+01 3.3226e+00 3.8546e+00
2.0000e+01 1.4120e+01 1.3000e+01 3.0242e+00 2.4331e+00
2.1000e+01 1.3840e+01 1.2880e+01 2.8800e+00 2.1600e+00
2.2000e+01 1.2840e+01 1.3560e+01 2.6785e+00 3.0474e+00
2.3000e+01 1.2880e+01 1.3560e+01 2.9437e+00 2.7580e+00
2.4000e+01 1.2880e+01 1.1920e+01 2.9027e+00 3.6433e+00
2.5000e+01 1.3960e+01 1.3040e+01 2.8772e+00 3.1809e+00
2.6000e+01 1.3400e+01 1.2400e+01 2.0976e+00 2.4000e+00
2.7000e+01 1.3600e+01 1.3520e+01 2.8983e+00 2.8301e+00
2.8000e+01 1.2680e+01 1.3040e+01 2.5095e+00 4.0346e+00
2.9000e+01 1.4520e+01 1.3160e+01 2.7874e+00 2.9756e+00
3.0000e+01 1.3840e+01 1.2320e+01 3.3067e+00 2.4935e+00
3.1000e+01 1.4000e+01 1.3280e+01 2.7713e+00 3.7791e+00
3.2000e+01 1.3280e+01 1.2840e+01 2.6761e+00 4.0859e+00
3.3000e+01 1.2640e+01 1.1960e+01 3.0183e+00 2.6904e+00
3.4000e+01 1.3520e+01 1.3400e+01 2.9274e+00 2.1726e+00
3.5000e+01 1.3680e+01 1.3280e+01 2.7235e+00 3.4586e+00
3.6000e+01 1.4040e+01 1.3440e+01 3.0657e+00 3.2506e+00
3.7000e+01 1.3720e+01 1.4640e+01 2.2364e+00 3.4162e+00
3.8000e+01 1.2720e+01 1.3640e+01 2.3413e+00 3.1226e+00
3.9000e+01 1.3320e+01 1.2920e+01 2.2221e+00 2.5443e+00
4.0000e+01 1.3800e+01 1.2280e+01 2.8425e+00 3.0268e+00
4.1000e+01 1.2640e+01 1.1840e+01 3.0183e+00 2.5089e+00
4.2000e+01 1.3480e+01 1.3360e+01 2.9949e+00 3.8666e+00
4.3000e+01 1.3480e+01 1.2960e+01 2.7147e+00 2.2888e+00
4.4000e+01 1.3080e+01 1.1720e+01 2.0769e+00 3.0400e+00
4.5000e+01 1.3000e+01 1.2280e+01 2.4331e+00 2.9465e+00
4.6000e+01 1.3600e+01 1.1520e+01 2.5612e+00 2.3515e+00
4.7000e+01 1.2440e+01 1.2480e+01 2.8717e+00 2.4186e+00
4.8000e+01 1.2760e+01 1.2040e+01 2.7897e+00 2.6755e+00
4.9000e+01 1.2920e+01 1.2400e+01 2.0576e+00 3.5214e+00
5.0000e+01 1.3240e+01 1.1720e+01 2.8605e+00 2.8916e+00
