# Time_ms	Mean_A	 Mean_B	 Stdev_A	 Stdev_B
0.0000e+00 1.0500e+02 4.5000e+01 0.0000e+00 0.0000e+00
1.0000e+00 4.6200e+01 4.8800e+00 5.3814e+00 2.1226e+00
2.0000e+00 4.0920e+01 3.3200e+00 3.9992e+00 1.3482e+00
3.0000e+00 3.8520e+01 2.1600e+00 4.3462e+00 1.1552e+00
4.0000e+00 3.7400e+01 2.3200e+00 4.5431e+00 1.2560e+00
5.0000e+00 3.4280e+01 1.1200e+00 3.6389e+00 1.2750e+00
6.0000e+00 3.5080e+01 1.4800e+00 4.2794e+00 1.0628e+00
7.0000e+00 3.5000e+01 9.2000e-01 3.9497e+00 7.4404e-01
8.0000e+00 3.2760e+01 1.1200e+00 3.0761e+00 8.6348e-01
9.0000e+00 3.3800e+01 1.0000e+00 3.3823e+00 8.9443e-01
1.0000e+01 3.2720e+01 1.2400e+00 4.0647e+00 1.1412e+00
1.1000e+01 3.3120e+01 8.4000e-01 3.4213e+00 8.3331e-01
1.2000e+01 3.3760e+01 1.0000e+00 3.1404e+00 8.0000e-01
1.3000e+01 3.3920e+01 1.0000e+00 4.1849e+00 9.3808e-01
1.4000e+01 3.2520e+01 1.1600e+00 3.6674e+00 1.0461e+00
1.5000e+01 3.2120e+01 9.6000e-01 3.0109e+00 9.5833e-01
1.6000e+01 3.2440e+01 8.4000e-01 3.3476e+00 9.6664e-01
1.7000e+01 3.3000e+01 1.0400e+00 3.6770e+00 1.0763e+00
1.8000e+01 3.3240e+01 9.6000e-01 3.8082e+00 8.2365e-01
1.9000e+01 3.3360e+01 9.2000e-01 3.4972e+00 9.3467e-01
2.0000e+01 3.3200e+01 1.1200e+00 4.0200e+00 8.1584e-01
2.1000e+01 3.4400e+01 1.4000e+00 3.7310e+00 1.2961e+00
2.2000e+01 3.3400e+01 1.2800e+00 4.4721e+00 1.4566e+00
2.3000e+01 3.3360e+01 1.0800e+00 3.6974e+00 8.4475e-01
2.4000e+01 3.2680e+01 8.8000e-01 4.4964e+00 7.6525e-01
2.5000e+01 3.2440e+01 9.6000e-01 3.2506e+00 7.7356e-01
2.6000e+01 3.2520e+01 1.1200e+00 2.8999e+00 8.1584e-01
2.7000e+01 3.2120e+01 1.2400e+00 4.3111e+00 1.0307e+00
2.8000e+01 3.2600e+01 7.6000e-01 4.5343e+00 7.6315e-01
2.9000e+01 3.1960e+01 8.4000e-01 4.3126e+00 9.2434e-01
3.0000e+01 3.2800e+01 9.6000e-01 3.4176e+00 7.2000e-01
3.1000e+01 3.3960e+01 1.2400e+00 3.6494e+00 9.9116e-01
3.2000e+01 3.4040e+01 9.6000e-01 4.0247e+00 8.7086e-01
3.3000e+01 3.3800e+01 1.2400e+00 4.2895e+00 9.9116e-01
3.4000e+01 3.3200e+01 9.6000e-01 4.2708e+00 8.2365e-01
3.5000e+01 3.2880e+01 1.0000e+00 4.1407e+00 8.9443e-01
3.6000e+01 3.2360e+01 8.8000e-01 3.6429e+00 8.6348e-01
3.7000e+01 3.3840e+01 1.2000e+00 3.7808e+00 9.7980e-01
3.8000e+01 3.4120e+01 1.0400e+00 3.5701e+00 1.0385e+00
3.9000e+01 3.3040e+01 9.2000e-01 3.6930e+00 1.0167e+00
4.0000e+01 3.4360e+01 1.4000e+00 3.5987e+00 1.2649e+00
4.1000e+01 3.4240e+01 1.0400e+00 3.5696e+00 9.1564e-01
4.2000e+01 3.3320e+01 1.1200e+00 3.3313e+00 1.0323e+00
4.3000e+01 3.3200e+01 8.0000e-01 4.1085e+00 8.9443e-01
4.4000e+01 3.4840e+01 1.0400e+00 3.5517e+00 9.5833e-01
4.5000e+01 3.3440e+01 1.3200e+00 4.2716e+00 9.2607e-01
4.6000e+01 3.4040e+01 1.1600e+00 3.1557e+00 8.3331e-01
4.7000e+01 3.4400e+01 1.0000e+00 3.0332e+00 9.3808e-01
4.8000e+01 3.4680e+01 1.2000e+00 3.7812e+00 8.4853e-01
4.9000e+01 3.3120e+01 1.0400e+00 4.0132e+00 8.7086e-01
5.0000e+01 3.3560e+01 1.1200e+00 3.4068e+00 1.1071e+00
