# Time_ms	Mean_A	 Mean_B	 Stdev_A	 Stdev_B
0.0000e+00 9.0000e+01 4.5000e+01 0.0000e+00 0.0000e+00
1.0000e+00 4.0800e+01 6.7200e+00 4.7159e+00 2.3752e+00
2.0000e+00 3.4720e+01 3.3600e+00 3.8421e+00 1.7862e+00
3.0000e+00 3.4400e+01 3.0800e+00 3.6661e+00 1.6228e+00
4.0000e+00 3.3920e+01 2.6000e+00 3.7833e+00 1.3856e+00
5.0000e+00 3.4480e+01 2.1200e+00 3.5227e+00 1.5315e+00
6.0000e+00 3.4000e+01 2.2800e+00 3.1241e+00 1.5880e+00
7.0000e+00 3.2320e+01 2.5600e+00 4.0469e+00 1.2986e+00
8.0000e+00 3.4120e+01 1.9200e+00 2.8329e+00 1.4400e+00
9.0000e+00 3.3520e+01 2.1200e+00 3.6674e+00 1.3060e+00
1.0000e+01 3.2880e+01 1.8800e+00 3.0242e+00 1.1071e+00
1.1000e+01 3.2760e+01 1.8400e+00 3.6800e+00 1.2548e+00
1.2000e+01 3.1320e+01 1.9200e+00 3.8023e+00 1.1973e+00
1.3000e+01 3.2640e+01 2.2400e+00 2.8267e+00 1.3048e+00
1.4000e+01 3.3040e+01 2.1600e+00 4.2940e+00 1.4881e+00
1.5000e+01 3.2920e+01 2.1600e+00 4.0291e+00 1.7130e+00
1.6000e+01 3.3040e+01 2.2000e+00 4.0937e+00 1.6000e+00
1.7000e+01 3.2000e+01 2.0800e+00 3.2125e+00 1.2937e+00
1.8000e+01 3.2400e+01 1.6000e+00 3.9598e+00 1.2649e+00
1.9000e+01 3.2000e+01 2.0000e+00 3.6551e+00 1.2649e+00
2.0000e+01 3.3080e+01 1.8400e+00 3.7194e+00 1.3764e+00
2.1000e+01 3.3640e+01 2.2000e+00 3.6974e+00 1.6492e+00
2.2000e+01 3.3200e+01 2.0000e+00 3.6332e+00 1.0198e+00
2.3000e+01 3.4080e+01 2.4800e+00 2.5911e+00 1.6030e+00
2.4000e+01 3.3640e+01 2.3600e+00 4.0485e+00 1.5461e+00
2.5000e+01 3.2680e+01 2.3200e+00 3.6191e+00 1.4344e+00
2.6000e+01 3.1440e+01 1.4000e+00 3.2259e+00 1.2000e+00
2.7000e+01 3.1040e+01 1.7600e+00 2.5374e+00 1.0307e+00
2.8000e+01 3.3080e+01 1.7200e+00 3.5768e+00 1.1496e+00
2.9000e+01 3.2920e+01 1.9200e+00 2.8694e+00 1.1634e+00
3.0000e+01 3.3080e+01 2.0400e+00 4.3811e+00 1.3410e+00
3.1000e+01 3.2560e+01 1.9600e+00 4.0996e+00 1.3410e+00
3.2000e+01 3.1600e+01 2.2400e+00 3.7523e+00 1.5305e+00
3.3000e+01 3.2280e+01 1.7200e+00 3.4931e+00 1.4288e+00
3.4000e+01 3.2680e+01 1.6800e+00 2.6641e+00 1.0088e+00
3.5000e+01 3.2680e+01 2.1200e+00 3.2338e+00 1.2432e+00
3.6000e+01 3.2240e+01 1.8800e+00 3.5584e+00 1.4232e+00
3.7000e+01 3.3600e+01 1.9600e+00 4.5255e+00 1.2800e+00
3.8000e+01 3.3080e+01 1.6800e+00 3.1231e+00 1.0088e+00
3.9000e+01 3.2680e+01 1.6000e+00 3.6521e+00 1.0954e+00
4.0000e+01 3.2720e+01 2.0000e+00 4.0449e+00 1.2961e+00
4.1000e+01 3.3040e+01 2.2400e+00 3.2432e+00 1.8173e+00
4.2000e+01 3.3280e+01 2.0000e+00 3.8421e+00 1.2000e+00
4.3000e+01 3.3320e+01 2.4400e+00 3.3790e+00 1.3588e+00
4.4000e+01 3.3560e+01 1.9600e+00 3.3476e+00 1.0385e+00
4.5000e+01 3.1960e+01 1.3600e+00 3.3164e+00 1.1621e+00
4.6000e+01 3.3400e+01 1.8000e+00 3.1113e+00 1.6248e+00
4.7000e+01 3.2800e+01 2.0000e+00 4.1473e+00 1.2000e+00
4.8000e+01 3.3600e+01 2.7600e+00 4.0792e+00 1.8391e+00
4.9000e+01 3.2920e+01 2.0400e+00 3.7408e+00 1.2800e+00
5.0000e+01 3.2320e+01 2.1600e+00 3.4143e+00 1.0837e+00
