Cluster size,frequency,foTM
1,0.4332733350475701,0.12481481481481481
2,0.2239650295705837,0.12903703703703703
3,0.10182566212393931,0.08800000000000001
4,0.06454101311391103,0.07437037037037036
5,0.040113139624582156,0.057777777777777775
6,0.021599382874775006,0.037333333333333336
7,0.01851375674980715,0.037333333333333336
8,0.015942401645667268,0.03674074074074074
9,0.010542555926973516,0.02733333333333333
10,0.009256878374903575,0.026666666666666665
11,0.006685523270763692,0.021185185185185185
12,0.006685523270763692,0.023111111111111114
13,0.0053998457186937516,0.02022222222222222
14,0.0038570326562098224,0.015555555555555555
15,0.004371303677037799,0.01888888888888889
16,0.00282849061455387,0.013037037037037036
17,0.00282849061455387,0.013851851851851851
18,0.003342761635381846,0.017333333333333333
19,0.0017999485728979173,0.009851851851851851
20,0.0015428130624839291,0.008888888888888889
21,0.0012856775520699408,0.0077777777777777776
22,0.0017999485728979173,0.011407407407407406
23,0.0020570840833119054,0.01362962962962963
24,0.0010285420416559527,0.0071111111111111115
25,0.0007714065312419646,0.005555555555555556
26,0.0012856775520699408,0.00962962962962963
27,0.0010285420416559527,0.008
28,0.0017999485728979173,0.01451851851851852
29,0.0010285420416559527,0.008592592592592593
30,0.00025713551041398817,0.0022222222222222222
31,0.0005142710208279763,0.0045925925925925926
32,0.00025713551041398817,0.0023703703703703703
33,0.0012856775520699408,0.012222222222222221
35,0.0007714065312419646,0.0077777777777777776
36,0.0005142710208279763,0.005333333333333333
38,0.0005142710208279763,0.005629629629629629
39,0.0005142710208279763,0.0057777777777777775
40,0.0007714065312419646,0.008888888888888889
43,0.00025713551041398817,0.003185185185185185
44,0.00025713551041398817,0.003259259259259259
48,0.00025713551041398817,0.0035555555555555557
49,0.00025713551041398817,0.00362962962962963
50,0.00025713551041398817,0.003703703703703704
53,0.00025713551041398817,0.003925925925925926
54,0.0005142710208279763,0.008
58,0.00025713551041398817,0.004296296296296296
59,0.00025713551041398817,0.00437037037037037
62,0.0005142710208279763,0.009185185185185185
71,0.0005142710208279763,0.010518518518518519
