Cluster size,frequency,foTM
1,0.8162903225806452,0.5623333333333334
2,0.06129032258064516,0.08444444444444445
3,0.065,0.13433333333333333
4,0.023709677419354837,0.06533333333333334
5,0.013225806451612903,0.04555555555555556
6,0.008387096774193548,0.034666666666666665
7,0.00467741935483871,0.022555555555555554
8,0.002096774193548387,0.011555555555555557
9,0.0024193548387096775,0.015
10,0.0004838709677419355,0.003333333333333333
11,0.0012903225806451613,0.009777777777777778
12,0.0006451612903225806,0.005333333333333333
13,0.00016129032258064516,0.0014444444444444444
18,0.00016129032258064516,0.002
21,0.00016129032258064516,0.0023333333333333335
