Time (ms),ACS,ACO,std_ACO
0.0,1.0,1.0,0.0
1.0,1.6270673533439595,3.0213333333333328,0.59791340881807
2.0,1.8423671279344271,3.819333333333333,1.096151652119562
3.0,1.865182414423703,3.9413333333333327,1.0805463638569353
4.0,1.9250614963423585,4.256000000000001,0.9609934674306815
5.0,1.9718456184292146,4.158,0.82984764331238
6.0,1.9911567997219566,4.655333333333334,1.1623512569118013
7.0,2.042417313630611,4.7826666666666675,1.467927336984589
8.0,2.00828087068161,4.556666666666665,1.3102925881903884
9.000000000000002,2.1056114742824588,5.920666666666666,3.0290896322162544
10.0,2.097056280066472,5.217333333333333,1.6219979449226603
11.0,2.09711969488181,5.213333333333334,1.4384173401500848
12.0,2.1566708277314235,5.247333333333334,0.9670307360391625
13.000000000000002,2.1611245203070304,5.456666666666665,2.195409351857239
14.0,2.06270571833745,4.933333333333334,1.3765980612445383
15.0,2.0983970905579006,5.204666666666665,2.430804713578521
16.0,2.0853708601936423,5.112,1.6626452818726347
17.0,2.0698784888502404,4.681333333333332,1.5507727106188067
18.000000000000004,2.080636429345478,4.603333333333332,1.3989996426018125
19.0,2.0886593055157396,5.449333333333335,1.8873701868531843
20.0,2.0849864686892103,5.67,3.2573745392399824
21.0,2.1110496970217203,5.8586666666666645,3.348913986487096
22.0,2.0894949295092786,5.372666666666666,2.542740778503909
23.0,2.1076795603232537,6.018666666666666,3.324693202220152
24.0,2.081065398331957,5.271333333333334,1.4853396169825195
25.0,2.0543377847017585,5.311333333333335,2.763105016703733
26.000000000000004,2.132867076796813,5.683333333333333,2.0730546436492108
27.0,2.111466299677069,5.522666666666665,1.6794898696396543
28.0,2.0827922870651525,4.999999999999999,1.4161293098521133
29.0,2.1278558738228996,5.5,2.087475881430862
30.0,2.1299052281085658,5.4433333333333325,1.3806761628516178
31.0,2.0964412528594467,5.4319999999999995,1.840174629394359
32.0,2.1319835990785965,5.343333333333333,1.4253966309612058
33.0,2.0600065106737815,5.371333333333333,1.8341060189882399
34.0,2.1827714749667257,6.053333333333333,2.360927313107665
35.0,2.1363074307811023,6.189333333333334,3.123452078852642
36.00000000000001,2.1702418130639227,5.796666666666668,2.1455690775798075
37.0,2.199378898293992,6.778666666666669,4.552695221270339
38.0,2.091016514645631,5.574666666666668,2.028404518060658
39.0,2.1156459718458063,5.964666666666667,2.489718056326861
40.0,2.132966651906937,5.000666666666666,1.2999271774475165
41.0,2.101938588545308,5.389333333333334,1.9331889601266496
42.0,2.109017885079081,5.470666666666667,1.7374520297134985
43.0,2.097124477179776,5.288666666666667,1.1325067573995111
44.0,2.134543005879901,5.61,1.6073580808270451
45.0,2.111941102152048,5.4719999999999995,2.284487396915699
46.0,2.059067941919031,5.232666666666665,1.914386934068798
47.0,2.1042383544695635,5.035999999999999,1.5646134062800023
48.0,2.08513738563375,5.030666666666667,1.9717092415803439
49.0,2.093284764155465,5.602666666666668,3.098417804120175
50.0,2.071090357964141,5.897333333333333,3.778934829346021
